id,sub_id,text
$C2910_MAIN_0500_0300_00_cid,ACTOR,シド
$C2910_MAIN_0500_0310_00_cid,,滑走路があれば　最善を尽くす
$C2910_MAIN_0500_0310_00_cid,ACTOR,シド
$C2910_MAIN_0500_0400_00_cid,,またのご利用を～！
$C2910_MAIN_0500_0400_00_cid,ACTOR,シド
$C2910_MAIN_0500_0400_05_cid,,
$C2910_MAIN_0500_0400_05_cid,ACTOR,シド
$C2910_MAIN_0500_0500_00_red,,谷まで案内しよう
$C2910_MAIN_0500_0500_00_red,ACTOR,レッドXIII
$C2910_MAIN_0600_0100_00_red,,あれがコスモキャニオン<br>美しく気高い　私の故郷だ
$C2910_MAIN_0600_0100_00_red,ACTOR,レッドXIII
$C2910_MAIN_0600_0200_00_blt,,はあ～<br>星命学の聖地が　オレを呼んでるぜ～
$C2910_MAIN_0600_0200_00_blt,ACTOR,バレット
$C2910_MAIN_0600_0300_00_art,,楽しみだね
$C2910_MAIN_0600_0300_00_art,ACTOR,エアリス
$C2910_MAIN_0700_0100_00_cat,,せや　話を蒸し返すんやけど
$C2910_MAIN_0700_0100_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_0200_00_cat,,みなさん　敵はセフィロスやとかナントカ<br>ゆーてますよね
$C2910_MAIN_0700_0200_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_0400_00_cat,,みなさんのゆーとおり<br>かの英雄が死んでなかったとして
$C2910_MAIN_0700_0400_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_0410_00_cat,,あのひと　なにしてるんです？
$C2910_MAIN_0700_0410_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_0500_00_cld,,星を守るつもりらしい
$C2910_MAIN_0700_0500_00_cld,ACTOR,クラウド
$C2910_MAIN_0700_0600_00_cat,,なんや　ええ人に聞こえますけど
$C2910_MAIN_0700_0600_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_0700_00_cld,,星を守るためなら　人はどうなってもいい<br>それが　あいつのやり方だ
$C2910_MAIN_0700_0700_00_cld,ACTOR,クラウド
$C2910_MAIN_0700_0800_00_cat,,そらまた　えらい過激ですな～<br>人あっての街　人あっての星やのに
$C2910_MAIN_0700_0800_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_0900_00_blt,,オレも蒸し返すが　敵はほかにもいるぜ？
$C2910_MAIN_0700_0900_00_blt,ACTOR,バレット
$C2910_MAIN_0700_1000_00_blt,,オレたちの邪魔をするばかりか　相も変わらず<br>星からエネルギーをかすめ取る神羅カンパニーだ
$C2910_MAIN_0700_1000_00_blt,ACTOR,バレット
$C2910_MAIN_0700_1100_00_cat,,ギクッ！
$C2910_MAIN_0700_1100_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0700_1200_00_blt,,おまえのコネは　最大限に利用させてもらう<br>だが　もし裏切ったら……
$C2910_MAIN_0700_1200_00_blt,ACTOR,バレット
$C2910_MAIN_0700_1300_00_blt,,ネコっかわいがりの刑だ！<br>オレはしつこいぜえ？
$C2910_MAIN_0700_1300_00_blt,ACTOR,バレット
$C2910_MAIN_0700_1400_00_cat,,こわ～！
$C2910_MAIN_0700_1400_00_cat,ACTOR,ケット・シー
$C2910_MAIN_0800_0100_00_red,,
$C2910_MAIN_0800_0100_00_red,ACTOR,レッドXIII
$C2910_MAIN_0800_0300_00_red,,ただいま～<br>ナナキ　帰りました～！
$C2910_MAIN_0800_0300_00_red,ACTOR,レッドXIII
$C2910_MAIN_0800_0390_00_mma,,ナナキ！
$C2910_MAIN_0800_0390_00_mma,ACTOR,見張り番
$C2910_MAIN_0800_0400_00_mma,,おかえりよ　ナナキ
$C2910_MAIN_0800_0400_00_mma,ACTOR,見張り番
$C2910_MAIN_0800_0500_00_red,,
$C2910_MAIN_0800_0500_00_red,ACTOR,レッドXIII
$C2910_MAIN_0800_0600_00_mma,,無事でよかった　よかったなあ
$C2910_MAIN_0800_0600_00_mma,ACTOR,見張り番
$C2910_MAIN_0800_0700_00_blt,,
$C2910_MAIN_0800_0700_00_blt,ACTOR,バレット
$C2910_MAIN_0800_0800_00_mma,,さあ　ブーゲンハーゲン様に<br>ごあいさつをしておいで
$C2910_MAIN_0800_0800_00_mma,ACTOR,見張り番
$C2910_MAIN_0800_0800_05_mma,,
$C2910_MAIN_0800_0800_05_mma,ACTOR,見張り番
$C2910_MAIN_0800_0800_08_mma,,
$C2910_MAIN_0800_0800_08_mma,ACTOR,見張り番
$C2910_MAIN_0800_0900_00_red,,あの人たちには　ほんのちょっと世話になったんだ
$C2910_MAIN_0800_0900_00_red,ACTOR,レッドXIII
$C2910_MAIN_0800_1000_00_red,,悪い人たちじゃないから　入れてあげてよ
$C2910_MAIN_0800_1000_00_red,ACTOR,レッドXIII
$C2910_MAIN_0800_1100_00_blt,,なんだ　いまの？
$C2910_MAIN_0800_1100_00_blt,ACTOR,バレット
$C2910_MAIN_0800_1100_05_art,,
$C2910_MAIN_0800_1100_05_art,ACTOR,エアリス
$C2910_MAIN_0800_1110_00_blt,,ナナキ　かえりました～ってよ
$C2910_MAIN_0800_1110_00_blt,ACTOR,バレット
$C2910_MAIN_0800_1200_00_art,,かわいいよね
$C2910_MAIN_0800_1200_00_art,ACTOR,エアリス
$C2910_MAIN_0800_1200_05_blt,,
$C2910_MAIN_0800_1200_05_blt,ACTOR,バレット
$C2910_MAIN_0900_0100_00_mma,,すみません　少々お待ちを
$C2910_MAIN_0900_0100_00_mma,ACTOR,見張り番
$C2910_MAIN_0900_0200_00_mma,,今朝　空から降ってきましてね
$C2910_MAIN_0900_0200_00_mma,ACTOR,見張り番
$C2910_MAIN_0900_0300_00_mma,,ミッドガルの魔晄炉爆破犯らしいですが……
$C2910_MAIN_0900_0300_00_mma,ACTOR,見張り番
$C2910_MAIN_0900_0300_05_mma,,
$C2910_MAIN_0900_0300_05_mma,ACTOR,見張り番
$C2910_MAIN_0900_0310_00_mma,,あなたたちは関係なさそうですね
$C2910_MAIN_0900_0310_00_mma,ACTOR,見張り番
$C2910_MAIN_0900_0400_00_mma,,ナナキの紹介もあるし　問題ありません
$C2910_MAIN_0900_0400_00_mma,ACTOR,見張り番
$C2910_MAIN_0900_0500_00_yfi,,
$C2910_MAIN_0900_0500_00_yfi,ACTOR,ユフィ
$C2910_MAIN_0900_0500_07_cat,,
$C2910_MAIN_0900_0500_07_cat,ACTOR,ケット・シー
$C2910_MAIN_0900_0500_09_cat,,
$C2910_MAIN_0900_0500_09_cat,ACTOR,ケット・シー
$C2910_MAIN_0900_0600_00_mma,,ようこそ　星命学の聖地<br>コスモキャニオンへ！
$C2910_MAIN_0900_0600_00_mma,ACTOR,見張り番
$C2910_MAIN_1000_0100_00_red,,私はこの美しい谷で生まれ育った
$C2910_MAIN_1000_0100_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_0200_00_red,,本来なら　谷を守る戦士になるはずだったが<br>不覚にも神羅に捕まり……
$C2910_MAIN_1000_0200_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_0300_00_red,,助けてもらった借りは返した<br>私はここで本来の道に戻ろうと思う
$C2910_MAIN_1000_0300_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_0400_00_red,,いままで世話になった　感謝している
$C2910_MAIN_1000_0400_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_0500_00_art,,さびしくなっちゃうな
$C2910_MAIN_1000_0500_00_art,ACTOR,エアリス
$C2910_MAIN_1000_0600_00_red,,それを言わないでよ～<br>別れがつらくなっちゃうよ
$C2910_MAIN_1000_0600_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_0700_00_red,,でも　この谷を守ることはオイラの使命なんだ
$C2910_MAIN_1000_0700_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_0800_00_blt,,この野郎　ずっとだましてやがったな
$C2910_MAIN_1000_0800_00_blt,ACTOR,バレット
$C2910_MAIN_1000_0900_00_red,,イヌだなんだと　侮るやからが多くてな
$C2910_MAIN_1000_0900_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_1000_00_bgh,,お～い　ナナキ！
$C2910_MAIN_1000_1000_00_bgh,ACTOR,？？？？
$C2910_MAIN_1000_1000_05_red,,
$C2910_MAIN_1000_1000_05_red,ACTOR,レッドXIII
$C2910_MAIN_1000_1100_00_red,,じっちゃん！
$C2910_MAIN_1000_1100_00_red,ACTOR,レッドXIII
$C2910_MAIN_1000_1100_05_art,,
$C2910_MAIN_1000_1100_05_art,ACTOR,エアリス
$C2910_MAIN_1000_1200_00_tif,,いまので　お別れ？
$C2910_MAIN_1000_1200_00_tif,ACTOR,ティファ
$C2910_MAIN_1000_1300_00_blt,,谷にいりゃ　話す機会くらいあんだろ
$C2910_MAIN_1000_1300_00_blt,ACTOR,バレット
$C2910_MAIN_1000_1310_00_blt,,オレたちがここに来た目的は　なんだ？
$C2910_MAIN_1000_1310_00_blt,ACTOR,バレット
$C2910_MAIN_1000_1400_00_blt,,星命学の復習といこうぜ！
$C2910_MAIN_1000_1400_00_blt,ACTOR,バレット
$C2910_MAIN_1000_1500_00_yfi,,マッテリア　マッテリア～！
$C2910_MAIN_1000_1500_00_yfi,ACTOR,ユフィ
$C2910_MAIN_1000_1600_00_cat,,ボクは……
$C2910_MAIN_1000_1600_00_cat,ACTOR,ケット・シー
$C2910_MAIN_1000_1700_00_cat,,よっこらしょっと
$C2910_MAIN_1000_1700_00_cat,ACTOR,ケット・シー
$C2910_MAIN_1000_1800_00_cat,,しばらくボーッとさせてもらいます～
$C2910_MAIN_1000_1800_00_cat,ACTOR,ケット・シー
$C2910_MAIN_1000_1800_05_art,,
$C2910_MAIN_1000_1800_05_art,ACTOR,エアリス
$C2910_MAIN_1000_1900_00_art,,探検　行ってみよ～！
$C2910_MAIN_1000_1900_00_art,ACTOR,エアリス
$C2910_MAIN_1100_0100_00_tif,,アバランチの手配書　ぜんぜん似てなかったね
$C2910_MAIN_1100_0100_00_tif,ACTOR,ティファ
$C2910_MAIN_1100_0200_00_cld,,なにか狙いがあるんだろう
$C2910_MAIN_1100_0200_00_cld,ACTOR,クラウド
$C2910_MAIN_1100_0300_00_art,,用心　用心
$C2910_MAIN_1100_0300_00_art,ACTOR,エアリス
$C2910_MAIN_1200_0100_00_blt,,コレルやゴンガガで見たウェポン
$C2910_MAIN_1200_0100_00_blt,ACTOR,バレット
$C2910_MAIN_1200_0200_00_blt,,あれを見りゃ　星の危機が妄想じゃなくて<br>現実だってこと　誰でも信じるだろ
$C2910_MAIN_1200_0200_00_blt,ACTOR,バレット
$C2910_MAIN_1200_0300_00_blt,,それに見ろよ　ここに集った<br>星命学を学ぶ同志の顔を
$C2910_MAIN_1200_0300_00_blt,ACTOR,バレット
$C2910_MAIN_1200_0400_00_blt,,みーんな　アバランチの仲間だ
$C2910_MAIN_1200_0400_00_blt,ACTOR,バレット
$C2910_MAIN_1200_0500_00_blt,,もっと早くに　来ときゃあよかったぜ
$C2910_MAIN_1200_0500_00_blt,ACTOR,バレット
$C2910_MAIN_1300_0400_00_yfi,,お宝　マテリア　どっこかな～？<br>恥ずかしがらず～　出ておいで～♪
$C2910_MAIN_1300_0400_00_yfi,ACTOR,ユフィ
$C2910_MAIN_1400_0100_00_cat,,す……す～ぴ～<br>むニャむニャむニャむニャ……
$C2910_MAIN_1400_0100_00_cat,ACTOR,ケット・シー
$C2910_MAIN_1400_0200_00_cat,,す～ぴ～……す～ぴ～……
$C2910_MAIN_1400_0200_00_cat,ACTOR,ケット・シー
$C2910_MAIN_1500_0100_00_mma,,星とともにあらんことを
$C2910_MAIN_1500_0100_00_mma,ACTOR,案内人
$C2910_MAIN_1500_0200_00_mma,,ここでは星命学の学習者がともに語り合い
$C2910_MAIN_1500_0200_00_mma,ACTOR,案内人
$C2910_MAIN_1500_0300_00_mma,,星と生きる喜びを再確認するための<br>セミナーが開かれております
$C2910_MAIN_1500_0300_00_mma,ACTOR,案内人
$C2910_MAIN_1500_0400_00_mma,,セミナーの参加には<br>しかるべき　指導者の紹介が必要になります
$C2910_MAIN_1500_0400_00_mma,ACTOR,案内人
$C2910_MAIN_1500_0500_00_mma,,ですから　申し訳ありませんね
$C2910_MAIN_1500_0500_00_mma,ACTOR,案内人
$C2910_MAIN_1500_0600_00_mma,,本日は『星送りの儀』が執り行われますので<br>そちらに参加されては　いかがでしょう？
$C2910_MAIN_1500_0600_00_mma,ACTOR,案内人
$C2910_MAIN_1600_0100_00_mma,,星とともにあらんことを
$C2910_MAIN_1600_0100_00_mma,ACTOR,案内人
$C2910_MAIN_1600_0200_00_mma,,星命学セミナーは紹介制となっております
$C2910_MAIN_1600_0200_00_mma,ACTOR,案内人
$C2910_MAIN_1600_0300_00_mma,,本日は『星送りの儀』が執り行われますので<br>そちらに参加されては　いかがでしょう？
$C2910_MAIN_1600_0300_00_mma,ACTOR,案内人
$C2910_MAIN_1700_0100_00_red,,この人たちだよ　じっちゃん！
$C2910_MAIN_1700_0100_00_red,ACTOR,レッドXIII
$C2910_MAIN_1700_0200_00_bgh,,ホーホーホウ<br>ナナキが　世話になったそうだのう
$C2910_MAIN_1700_0200_00_bgh,ACTOR,？？？？
$C2910_MAIN_1700_0300_00_bgh,,わしは　ブーゲンハーゲン
$C2910_MAIN_1700_0300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_0400_00_bgh,,すこしばかり　星には詳しくてな<br>コスモキャニオンで　星命学を教えている
$C2910_MAIN_1700_0400_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_0500_00_red,,すこしだなんて<br>じっちゃんは知らないことなんて　ないだろ？
$C2910_MAIN_1700_0500_00_red,ACTOR,レッドXIII
$C2910_MAIN_1700_0500_05_bgh,,
$C2910_MAIN_1700_0500_05_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_0600_00_bgh,,そりゃ　子供のおまえよりは知っておるわい
$C2910_MAIN_1700_0600_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_0700_00_red,,オイラだって　もう４８歳だよ
$C2910_MAIN_1700_0700_00_red,ACTOR,レッドXIII
$C2910_MAIN_1700_0800_00_tif,,よんじゅう？
$C2910_MAIN_1700_0800_00_tif,ACTOR,ティファ
$C2910_MAIN_1700_0800_05_bgh,,
$C2910_MAIN_1700_0800_05_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_0800_08_cld,,
$C2910_MAIN_1700_0800_08_cld,ACTOR,クラウド
$C2910_MAIN_1700_0800_10_art,,
$C2910_MAIN_1700_0800_10_art,ACTOR,エアリス
$C2910_MAIN_1700_0900_00_bgh,,ナナキの一族は長命じゃ
$C2910_MAIN_1700_0900_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_1000_00_bgh,,人間の寿命に当てはめると<br>まだ１５～１６歳といったところじゃの
$C2910_MAIN_1700_1000_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_1100_00_red,,もうオトナだ！<br>この谷だって　じっちゃん達だって守れる
$C2910_MAIN_1700_1100_00_red,ACTOR,レッドXIII
$C2910_MAIN_1700_1200_00_red,,オイラは　チチとは違うんだから
$C2910_MAIN_1700_1200_00_red,ACTOR,レッドXIII
$C2910_MAIN_1700_1300_00_bgh,,
$C2910_MAIN_1700_1300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_1310_00_bgh,,ナナキよ　もう谷の者たちへの挨拶は<br>すんだのかのう？
$C2910_MAIN_1700_1310_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_1400_00_red,,まだ……行ってくる
$C2910_MAIN_1700_1400_00_red,ACTOR,レッドXIII
$C2910_MAIN_1700_1400_05_bgh,,
$C2910_MAIN_1700_1400_05_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_1500_00_bgh,,失礼したのう<br>よければ　中も見学してゆくといい
$C2910_MAIN_1700_1500_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1700_1500_05_tif,,
$C2910_MAIN_1700_1500_05_tif,ACTOR,ティファ
$C2910_MAIN_1700_1500_07_art,,
$C2910_MAIN_1700_1500_07_art,ACTOR,エアリス
$C2910_MAIN_1800_0100_00_bgh,,ナナキを鍛えてくれたそうじゃな<br>外の世界を知って　たくましくなったかな
$C2910_MAIN_1800_0100_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1800_0200_00_bgh,,ホーホーホウ<br>めずらしい器械がいっぱいじゃろう
$C2910_MAIN_1800_0200_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1800_0300_00_bgh,,ぜーんぶ　星とつながる道具じゃ
$C2910_MAIN_1800_0300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0100_00_bgh,,それは　ごく初期の魔晄探知器じゃ
$C2910_MAIN_1900_0100_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0200_00_bgh,,ふ～む……<br>いよいよ　寿命かのう
$C2910_MAIN_1900_0200_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0300_00_bgh,,星の営みを記録するための器械じゃよ
$C2910_MAIN_1900_0300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0400_00_bgh,,デリケートな代物だからの<br>扱いには気をつけるのじゃぞ
$C2910_MAIN_1900_0400_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0500_00_bgh,,星とその周辺の星々の縮図じゃ
$C2910_MAIN_1900_0500_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0600_00_bgh,,さしずめ　積もったホコリが<br>人間といったところかの
$C2910_MAIN_1900_0600_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0700_00_bgh,,星を巡る記憶の結晶……<br>目で見える以上の輝きが　そこには秘められておる
$C2910_MAIN_1900_0700_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_0900_00_bgh,,ホーホウ！<br>それに触ると　雪崩を起こすぞぃ
$C2910_MAIN_1900_0900_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_1400_00_bgh,,ホッホ　まだまだあるぞぃ
$C2910_MAIN_1900_1400_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_1500_00_bgh,,それは　気流発生器の模型じゃ<br>風力で動き　新たな風の流れを生み出す
$C2910_MAIN_1900_1500_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_1600_00_bgh,,実物は　もう見たことがあるかの？
$C2910_MAIN_1900_1600_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_1700_00_bgh,,ナナキの昔の映像じゃ<br>あの頃は　イタズラばかりしておったのう
$C2910_MAIN_1900_1700_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_2100_00_bgh,,そう急くでない　そこはあとでな
$C2910_MAIN_1900_2100_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_2200_00_bgh,,世界いちの大きさの<br>星々の営みを観測する望遠鏡じゃ
$C2910_MAIN_1900_2200_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_2800_00_bgh,,こいつで見る星空は最高なんじゃが<br>いまはレンズが曇ってしまっておる
$C2910_MAIN_1900_2800_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1900_2900_00_bgh,,すまないのう
$C2910_MAIN_1900_2900_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_1950_0100_00_bgh,,ううん　これは……？
$C2910_MAIN_1950_0100_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_0100_00_art,,
$C2910_MAIN_2000_0100_00_art,ACTOR,エアリス
$C2910_MAIN_2000_0100_03_cld,,
$C2910_MAIN_2000_0100_03_cld,ACTOR,クラウド
$C2910_MAIN_2000_0200_00_tif,,この声……？
$C2910_MAIN_2000_0200_00_tif,ACTOR,ティファ
$C2910_MAIN_2000_0300_00_bgh,,星の悲鳴　悲しげな調べじゃ<br>最近　よく聞くようになった
$C2910_MAIN_2000_0300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_0400_00_bgh,,伝声管を伝って<br>地中深くから聞こえてくるのじゃよ
$C2910_MAIN_2000_0400_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_0500_00_tif,,これは星の悲鳴ではありません<br>星を守るウェポンの声です
$C2910_MAIN_2000_0500_00_tif,ACTOR,ティファ
$C2910_MAIN_2000_0600_00_bgh,,ずいぶん　ハッキリ言いきるのう
$C2910_MAIN_2000_0600_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_0700_00_tif,,私たち　ウェポンを見たんです
$C2910_MAIN_2000_0700_00_tif,ACTOR,ティファ
$C2910_MAIN_2000_0710_00_tif,,ゴンガガとコレルの魔晄炉で<br>すごく大きくて……
$C2910_MAIN_2000_0710_00_tif,ACTOR,ティファ
$C2910_MAIN_2000_0800_00_bgh,,ホーホーホウ！<br>それは　興味深い話じゃのう
$C2910_MAIN_2000_0800_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_0900_00_bgh,,が……魔晄中毒の症状は様々じゃ<br>気をつけるのじゃよ
$C2910_MAIN_2000_0900_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_1000_00_tif,,えっ　あの……
$C2910_MAIN_2000_1000_00_tif,ACTOR,ティファ
$C2910_MAIN_2000_1100_00_bgh,,ホーホウ……そうか　そうか
$C2910_MAIN_2000_1100_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_1100_05_bgh,,
$C2910_MAIN_2000_1100_05_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_1200_00_bgh,,おまえさんたちは　どうやら<br>きちんと星命学を学んだことがないようだ
$C2910_MAIN_2000_1200_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2000_1300_00_bgh,,良い機会だ　こちらへ来なさい
$C2910_MAIN_2000_1300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2100_0100_00_bgh,,これは　星命学習器
$C2910_MAIN_2100_0100_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2100_0200_00_bgh,,最新型が神羅本社にあるらしいが<br>これは　わしが作ったオリジナルじゃ
$C2910_MAIN_2100_0200_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2100_0300_00_bgh,,では　はじめよう
$C2910_MAIN_2100_0300_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2100_0300_05_tif,,
$C2910_MAIN_2100_0300_05_tif,ACTOR,ティファ
$C2910_MAIN_2100_0300_09_art,,
$C2910_MAIN_2100_0300_09_art,ACTOR,エアリス
$C2910_MAIN_2200_0050_05_art,,
$C2910_MAIN_2200_0050_05_art,ACTOR,エアリス
$C2910_MAIN_2200_0050_07_cld,,
$C2910_MAIN_2200_0050_07_cld,ACTOR,クラウド
$C2910_MAIN_2200_0050_09_tif,,
$C2910_MAIN_2200_0050_09_tif,ACTOR,ティファ
$C2910_MAIN_2200_0100_00_art,,きれい
$C2910_MAIN_2200_0100_00_art,ACTOR,エアリス
$C2910_MAIN_2200_0200_00_bgh,,ホーホウ　驚くのはまだ早い
$C2910_MAIN_2200_0200_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_0300_00_art,,あっ　流れ星！
$C2910_MAIN_2200_0300_00_art,ACTOR,エアリス
$C2910_MAIN_2200_0400_00_bgh,,星と宇宙　そこに生きるもの　その仕組み
$C2910_MAIN_2200_0400_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_0500_00_bgh,,命の流れを知ることは　星命学の基本じゃ
$C2910_MAIN_2200_0500_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_0500_05_cld,,
$C2910_MAIN_2200_0500_05_cld,ACTOR,クラウド
$C2910_MAIN_2200_0500_07_art,,
$C2910_MAIN_2200_0500_07_art,ACTOR,エアリス
$C2910_MAIN_2200_0500_09_tif,,
$C2910_MAIN_2200_0500_09_tif,ACTOR,ティファ
$C2910_MAIN_2200_0600_00_bgh,,この星は　わしらの星
$C2910_MAIN_2200_0600_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_0610_00_bgh,,豊かな命に溢れたこの星に　人は生まれた
$C2910_MAIN_2200_0610_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_0800_00_bgh,,人は生き　やがていつか死ぬ
$C2910_MAIN_2200_0800_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_0900_00_bgh,,じゃが　死んだらどうなる？
$C2910_MAIN_2200_0900_00_bgh,ACTOR,ブーゲンハーゲン
$C2910_MAIN_2200_1000_00_bgh,,体は朽ち　星に帰る
