id,sub_id,text
$C2710_MAIN_0700_0200_00_blt,,南だ　南へ行くぞ
$C2710_MAIN_0700_0200_00_blt,ACTOR,バレット
$C2710_MAIN_0700_0300_00_cld,,なにかあるのか？
$C2710_MAIN_0700_0300_00_cld,ACTOR,クラウド
$C2710_MAIN_0700_0400_00_blt,,北はコレルだ　戻る気はねえ
$C2710_MAIN_0700_0400_00_blt,ACTOR,バレット
$C2710_MAIN_0700_0500_00_cat,,ほな　南に向かいまっせ<br>つかまっててや～！
$C2710_MAIN_0700_0500_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0700_0500_05_cat,,
$C2710_MAIN_0700_0500_05_cat,ACTOR,ケット・シー
$C2710_MAIN_0700_0500_08_yfi,,
$C2710_MAIN_0700_0500_08_yfi,ACTOR,ユフィ
$C2710_MAIN_0800_0100_00_blt,,おい　ケット・シー
$C2710_MAIN_0800_0100_00_blt,ACTOR,バレット
$C2710_MAIN_0800_0200_00_blt,,当たり前みたいな顔していっしょにいるが<br>てめえは　なんなんだ？
$C2710_MAIN_0800_0200_00_blt,ACTOR,バレット
$C2710_MAIN_0800_0300_00_cat,,ボクは　神羅カンパニーの子会社<br>神羅リゾートの　くすぶり社員です
$C2710_MAIN_0800_0300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0800_0400_00_cat,,おかげさまで　えらい長ぉ～<br>くすぶらせてもらってます
$C2710_MAIN_0800_0400_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0800_0500_00_blt,,神羅のイヌか
$C2710_MAIN_0800_0500_00_blt,ACTOR,バレット
$C2710_MAIN_0800_0600_00_cat,,ネコですう～
$C2710_MAIN_0800_0600_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0800_0610_00_blt,,ネコですか～
$C2710_MAIN_0800_0610_00_blt,ACTOR,バレット
$C2710_MAIN_0800_0700_00_cat,,しっかし　みなさんみたいな人<br>はじめてですわ
$C2710_MAIN_0800_0700_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0800_0710_00_cat,,興味シンシン　好奇心大バクハツ！
$C2710_MAIN_0800_0710_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0800_0800_00_cat,,ボクは人が　好きなんやなあ～
$C2710_MAIN_0800_0800_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0800_0900_00_blt,,ボクは人が　好きなんやなあ～<br>ハハハハッ……笑わせるな！
$C2710_MAIN_0800_0900_00_blt,ACTOR,バレット
$C2710_MAIN_0800_1000_00_cat,,カッカせんと<br>折角のドライブ　仲良うしましょ
$C2710_MAIN_0800_1000_00_cat,ACTOR,ケット・シー
$C2710_MAIN_0900_0100_00_yfi,,バレット……
$C2710_MAIN_0900_0100_00_yfi,ACTOR,ユフィ
$C2710_MAIN_0900_0200_00_yfi,,スカーレットは　いつかぶっ倒すんでしょ？<br>そんときは　アタシもいっしょだからね
$C2710_MAIN_0900_0200_00_yfi,ACTOR,ユフィ
$C2710_MAIN_0900_0300_00_blt,,おう……ってか<br>おまえがぶっ倒れそうだな
$C2710_MAIN_0900_0300_00_blt,ACTOR,バレット
$C2710_MAIN_0900_0400_00_yfi,,この苦しさも　全部ぶつけてやる……
$C2710_MAIN_0900_0400_00_yfi,ACTOR,ユフィ
$C2710_MAIN_0900_0500_00_yfi,,あの女への憎しみ……<br>アタシが　かき集めてやるから
$C2710_MAIN_0900_0500_00_yfi,ACTOR,ユフィ
$C2710_MAIN_0900_0600_00_yfi,,もう　限界……
$C2710_MAIN_0900_0600_00_yfi,ACTOR,ユフィ
$C2710_MAIN_0900_0600_05_blt,,おい　まさか
$C2710_MAIN_0900_0600_05_blt,ACTOR,バレット
$C2710_MAIN_0900_0700_00_yfi,,おえっ　うえええ～！
$C2710_MAIN_0900_0700_00_yfi,ACTOR,ユフィ
$C2710_MAIN_0900_0800_00_blt,,止めろ止めろ止めろ！
$C2710_MAIN_0900_0800_00_blt,ACTOR,バレット
$C2710_MAIN_0900_0900_00_cat,,ちょい待ち　中で吐かんといてえ～！
$C2710_MAIN_0900_0900_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_0100_00_art,,だいじょうぶ？
$C2710_MAIN_1000_0100_00_art,ACTOR,エアリス
$C2710_MAIN_1000_0200_00_yfi,,む～～り～～
$C2710_MAIN_1000_0200_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1000_0200_05_tif,,
$C2710_MAIN_1000_0200_05_tif,ACTOR,ティファ
$C2710_MAIN_1000_0300_00_tif,,どうする？
$C2710_MAIN_1000_0300_00_tif,ACTOR,ティファ
$C2710_MAIN_1000_0400_00_tif,,黒マントの人たちも見当たらないし<br>あてもなく　バギーでうろつくのは
$C2710_MAIN_1000_0400_00_tif,ACTOR,ティファ
$C2710_MAIN_1000_0500_00_yfi,,ム～～～リ～～～！
$C2710_MAIN_1000_0500_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1000_0500_02_art,,
$C2710_MAIN_1000_0500_02_art,ACTOR,エアリス
$C2710_MAIN_1000_0500_06_cat,,
$C2710_MAIN_1000_0500_06_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_0600_00_cat,,こ～んなときは～
$C2710_MAIN_1000_0600_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_0700_00_cat,,ヘイ・ユー　みなさんの未来占うで～！
$C2710_MAIN_1000_0700_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_0700_05_art,,
$C2710_MAIN_1000_0700_05_art,ACTOR,エアリス
$C2710_MAIN_1000_0800_00_cat,,
$C2710_MAIN_1000_0800_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_0900_00_cld,,『ラッキーフードはキノコ』
$C2710_MAIN_1000_0900_00_cld,ACTOR,クラウド
$C2710_MAIN_1000_1000_00_art,,キノコ？
$C2710_MAIN_1000_1000_00_art,ACTOR,エアリス
$C2710_MAIN_1000_1000_05_art,,
$C2710_MAIN_1000_1000_05_art,ACTOR,エアリス
$C2710_MAIN_1000_1100_00_cat,,キノコ　キノコ……あっ！
$C2710_MAIN_1000_1100_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_1200_00_cat,,バレットはん　たしかコレル魔晄炉の話<br>してませんでした？
$C2710_MAIN_1000_1200_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_1300_00_cat,,ウェポンがどうとか
$C2710_MAIN_1000_1300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_1400_00_blt,,おまえにしたか　そんな話
$C2710_MAIN_1000_1400_00_blt,ACTOR,バレット
$C2710_MAIN_1000_1500_00_cat,,実は　このあたりにも<br>稼働を停止した魔晄炉が　ひとつ残っとるんですわ
$C2710_MAIN_1000_1500_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_1600_00_yfi,,まこーろ　マテリア？
$C2710_MAIN_1000_1600_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1000_1610_00_yfi,,ハイ　ハーイ！<br>魔晄炉目指すの大賛成～
$C2710_MAIN_1000_1610_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1000_1610_04_art,,
$C2710_MAIN_1000_1610_04_art,ACTOR,エアリス
$C2710_MAIN_1000_1610_09_blt,,
$C2710_MAIN_1000_1610_09_blt,ACTOR,バレット
$C2710_MAIN_1000_1700_00_blt,,まあ　たしかに気にはなるな
$C2710_MAIN_1000_1700_00_blt,ACTOR,バレット
$C2710_MAIN_1000_1700_05_cat,,
$C2710_MAIN_1000_1700_05_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_1800_00_cat,,ここから　もうちょいかかりますけど<br>どないします？
$C2710_MAIN_1000_1800_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_1900_00_cld,,行ってみよう
$C2710_MAIN_1000_1900_00_cld,ACTOR,クラウド
$C2710_MAIN_1000_2000_00_tif,,クラウド　運転かわって
$C2710_MAIN_1000_2000_00_tif,ACTOR,ティファ
$C2710_MAIN_1000_2000_05_cld,,
$C2710_MAIN_1000_2000_05_cld,ACTOR,クラウド
$C2710_MAIN_1000_2100_00_cat,,ほな　目指すは緑が生い茂る南の大陸<br>魔晄炉見学ツアーと行きましょか～！
$C2710_MAIN_1000_2100_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1000_2100_05_yfi,,
$C2710_MAIN_1000_2100_05_yfi,ACTOR,ユフィ
$C2710_MAIN_1050_0100_00_cat,,ここを越えたら　ゴンガガです～
$C2710_MAIN_1050_0100_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1050_0200_00_art,,ゴンガガ……
$C2710_MAIN_1050_0200_00_art,ACTOR,エアリス
$C2710_MAIN_1100_0100_00_art,,ねえ　キノコは　どういう関係？<br>ラッキーフードのキノコ
$C2710_MAIN_1100_0100_00_art,ACTOR,エアリス
$C2710_MAIN_1100_0200_00_cat,,魔晄炉の近くの村の特産品が<br>ニャンニャカニャーンっと
$C2710_MAIN_1100_0200_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1100_0300_00_cat,,キノコなんやな　これが！
$C2710_MAIN_1100_0300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1100_0400_00_art,,なるほど～
$C2710_MAIN_1100_0400_00_art,ACTOR,エアリス
$C2710_MAIN_1100_0500_00_blt,,魔晄炉にキノコか<br>大丈夫か　それ？
$C2710_MAIN_1100_0500_00_blt,ACTOR,バレット
$C2710_MAIN_1200_0100_00_cat,,そろそろのハズなんやけどな～
$C2710_MAIN_1200_0100_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1200_0200_00_blt,,ハズってなんだよ
$C2710_MAIN_1200_0200_00_blt,ACTOR,バレット
$C2710_MAIN_1200_0300_00_cat,,いや　魔晄炉の近くは<br>こんもり森みたくなっとるんです
$C2710_MAIN_1200_0300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1200_0400_00_red,,それらしきものは　まだ見えないな
$C2710_MAIN_1200_0400_00_red,ACTOR,レッドXIII
$C2710_MAIN_1200_0500_00_art,,バギーで行ける？
$C2710_MAIN_1200_0500_00_art,ACTOR,エアリス
$C2710_MAIN_1200_0600_00_cat,,見てみんことには　なんとも
$C2710_MAIN_1200_0600_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1300_0100_00_tif,,見て　あそこ　森だよね
$C2710_MAIN_1300_0100_00_tif,ACTOR,ティファ
$C2710_MAIN_1300_0200_00_cat,,ビンゴ！<br>ユフィはん　もうちょっとの辛抱やで
$C2710_MAIN_1300_0200_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1300_0300_00_yfi,,いえ～い……
$C2710_MAIN_1300_0300_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1400_0000_05_yfi,,
$C2710_MAIN_1400_0000_05_yfi,ACTOR,ユフィ
$C2710_MAIN_1400_0100_00_yfi,,ぐ～るぐる……
$C2710_MAIN_1400_0100_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1400_0100_05_tif,,
$C2710_MAIN_1400_0100_05_tif,ACTOR,ティファ
$C2710_MAIN_1400_0200_00_cat,,こっからは歩きましょ<br>魔晄炉まで　そう遠ないんで
$C2710_MAIN_1400_0200_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1400_0300_00_cat,,せや　魔晄炉の近くに小さな村もあります
$C2710_MAIN_1400_0300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1400_0400_00_cat,,どうでしょ　魔晄炉は逃げませんし<br>まずは村でひと休み～なんて
$C2710_MAIN_1400_0400_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1400_0400_05_tif,,
$C2710_MAIN_1400_0400_05_tif,ACTOR,ティファ
$C2710_MAIN_1400_0500_00_tif,,うん　そうしよう
$C2710_MAIN_1400_0500_00_tif,ACTOR,ティファ
$C2710_MAIN_1400_0500_02_yfi,,
$C2710_MAIN_1400_0500_02_yfi,ACTOR,ユフィ
$C2710_MAIN_1400_0500_05_cld,,
$C2710_MAIN_1400_0500_05_cld,ACTOR,クラウド
$C2710_MAIN_1400_0600_00_art,,クラウド　どうしたの？
$C2710_MAIN_1400_0600_00_art,ACTOR,エアリス
$C2710_MAIN_1400_0700_00_cld,,この森　知ってるような気がする
$C2710_MAIN_1400_0700_00_cld,ACTOR,クラウド
$C2710_MAIN_1500_0100_00_blt,,なあ　ケット・シー
$C2710_MAIN_1500_0100_00_blt,ACTOR,バレット
$C2710_MAIN_1500_0200_00_cat,,なんですか？
$C2710_MAIN_1500_0200_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1500_0300_00_blt,,黙って歩いてても退屈だからよ<br>神羅の内部情報　なんか流せ
$C2710_MAIN_1500_0300_00_blt,ACTOR,バレット
$C2710_MAIN_1500_0400_00_cat,,まあ　噂話ならナンボでも
$C2710_MAIN_1500_0400_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1500_0500_00_blt,,たとえば？
$C2710_MAIN_1500_0500_00_blt,ACTOR,バレット
$C2710_MAIN_1500_0600_00_cat,,いまは　ルーファウス社長の噂が<br>花盛りですねえ
$C2710_MAIN_1500_0600_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1500_0610_00_cat,,『あの真っ白なスーツ<br>　どこで作っとんねん！』みたいな
$C2710_MAIN_1500_0610_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1500_0700_00_blt,,か～っ　くっだらねえ！
$C2710_MAIN_1500_0700_00_blt,ACTOR,バレット
$C2710_MAIN_1600_0100_00_yfi,,ねえねえ　ケット・シー
$C2710_MAIN_1600_0100_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1600_0200_00_yfi,,実は　アタシたちの居場所<br>こっそり神羅に報告してるだろ
$C2710_MAIN_1600_0200_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1600_0300_00_cat,,ギクッ！
$C2710_MAIN_1600_0300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1600_0400_00_yfi,,ほらみろ　図星～！
$C2710_MAIN_1600_0400_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1600_0500_00_cat,,イヤやわあ　軽いジョークやがな～
$C2710_MAIN_1600_0500_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1600_0600_00_blt,,てめえは　なんだかんだ言って神羅製だ<br>超超小型の発信器内蔵でも　おかしくねえ
$C2710_MAIN_1600_0600_00_blt,ACTOR,バレット
$C2710_MAIN_1600_0700_00_cat,,ああ　それはナイナイ
$C2710_MAIN_1600_0700_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1600_0800_00_cat,,プレジデント神羅ちゅう人は<br>小さくできるモンも　大きく作らはる人でした
$C2710_MAIN_1600_0800_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1600_0900_00_blt,,プレジデント愛を語るんじゃねえよ<br>神羅のイヌめ
$C2710_MAIN_1600_0900_00_blt,ACTOR,バレット
$C2710_MAIN_1600_1000_00_cat,,ネコですう～
$C2710_MAIN_1600_1000_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1600_1100_00_blt,,ネコですか～
$C2710_MAIN_1600_1100_00_blt,ACTOR,バレット
$C2710_MAIN_1700_0100_00_cat,,ほらほら　もうすぐゴンガガ村やで～
$C2710_MAIN_1700_0100_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1700_0300_00_yfi,,早く行こ　お腹ペコペコ！
$C2710_MAIN_1700_0300_00_yfi,ACTOR,ユフィ
$C2710_MAIN_1700_0400_00_tif,,ラッキーフードはキノコだね
$C2710_MAIN_1700_0400_00_tif,ACTOR,ティファ
$C2710_MAIN_1800_0100_00_tif,,
$C2710_MAIN_1800_0100_00_tif,ACTOR,ティファ
$C2710_MAIN_1800_0110_00_tif,,うそ　ゴンガダケ？<br>しかも　こんなにたくさん！
$C2710_MAIN_1800_0110_00_tif,ACTOR,ティファ
$C2710_MAIN_1800_0200_00_cat,,ミッドガルじゃ　高級品ですからねえ<br>このへんじゃ　ぎょーさん採れますけど
$C2710_MAIN_1800_0200_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_0300_00_art,,
$C2710_MAIN_1800_0300_00_art,ACTOR,エアリス
$C2710_MAIN_1800_0300_05_cat,,
$C2710_MAIN_1800_0300_05_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_0300_08_cat,,
$C2710_MAIN_1800_0300_08_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_0300_11_cld,,
$C2710_MAIN_1800_0300_11_cld,ACTOR,クラウド
$C2710_MAIN_1800_0390_00_cld,,
$C2710_MAIN_1800_0390_00_cld,ACTOR,クラウド
$C2710_MAIN_1800_0400_07_cld,,
$C2710_MAIN_1800_0400_07_cld,ACTOR,クラウド
$C2710_MAIN_1800_0500_00_csn,,この村に　なんの用？
$C2710_MAIN_1800_0500_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_0500_05_cld,,
$C2710_MAIN_1800_0500_05_cld,ACTOR,クラウド
$C2710_MAIN_1800_0600_00_csn,,あなた……
$C2710_MAIN_1800_0600_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_0700_00_cld,,なんだ？
$C2710_MAIN_1800_0700_00_cld,ACTOR,クラウド
$C2710_MAIN_1800_0700_05_csn,,
$C2710_MAIN_1800_0700_05_csn,ACTOR,？？？？
$C2710_MAIN_1800_0800_00_csn,,ごめん　ちょっと知り合いに似てたから
$C2710_MAIN_1800_0800_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_0800_05_csn,,
$C2710_MAIN_1800_0800_05_csn,ACTOR,？？？？
$C2710_MAIN_1800_0900_00_csn,,変わった御一行ね
$C2710_MAIN_1800_0900_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_0900_05_cat,,
$C2710_MAIN_1800_0900_05_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_1000_00_csn,,こんなところに　なんの用？<br>魔晄炉の調査団ではなさそうだし
$C2710_MAIN_1800_1000_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_1100_00_cat,,魔晄炉の見学です　せやから見学団
$C2710_MAIN_1800_1100_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_1100_05_csn,,
$C2710_MAIN_1800_1100_05_csn,ACTOR,？？？？
$C2710_MAIN_1800_1100_08_cat,,
$C2710_MAIN_1800_1100_08_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_1100_09_csn,,
$C2710_MAIN_1800_1100_09_csn,ACTOR,？？？？
$C2710_MAIN_1800_1200_00_csn,,なるほど
$C2710_MAIN_1800_1200_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_1200_05_cat,,
$C2710_MAIN_1800_1200_05_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_1300_00_csn,,ようこそ　ゴンガガ村へ
$C2710_MAIN_1800_1300_00_csn,ACTOR,？？？？
$C2710_MAIN_1800_1310_00_csn,,私は青年団長のシスネ
$C2710_MAIN_1800_1310_00_csn,ACTOR,シスネ
$C2710_MAIN_1800_1400_00_csn,,びっくりさせて　ごめんなさいね<br>村の警備が仕事だから
$C2710_MAIN_1800_1400_00_csn,ACTOR,シスネ
$C2710_MAIN_1800_1500_00_csn,,みんなは持ち場に戻って
$C2710_MAIN_1800_1500_00_csn,ACTOR,シスネ
$C2710_MAIN_1800_1600_00_mma,,はい
$C2710_MAIN_1800_1600_00_mma,ACTOR,青年団
$C2710_MAIN_1800_1700_00_csn,,丘の上から　魔晄炉の様子が見えるわ
$C2710_MAIN_1800_1700_00_csn,ACTOR,シスネ
$C2710_MAIN_1800_1800_00_csn,,慰霊碑　見ていってね
$C2710_MAIN_1800_1800_00_csn,ACTOR,シスネ
$C2710_MAIN_1800_1900_00_cat,,おおきに
$C2710_MAIN_1800_1900_00_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_1900_05_cat,,
$C2710_MAIN_1800_1900_05_cat,ACTOR,ケット・シー
$C2710_MAIN_1800_2000_00_csn,,こっちよ
$C2710_MAIN_1800_2000_00_csn,ACTOR,シスネ
$C2710_MAIN_1900_0100_00_csn,,見てのとおり　静かな村だから<br>面倒は起こさないでね
$C2710_MAIN_1900_0100_00_csn,ACTOR,シスネ
$C2710_MAIN_1900_0200_00_csn,,自然が豊かで　いいところよ<br>お客は　ほとんど来ないけどね
$C2710_MAIN_1900_0200_00_csn,ACTOR,シスネ
$C2710_MAIN_1900_0300_00_csn,,よその人を見たのは　ひさしぶり
$C2710_MAIN_1900_0300_00_csn,ACTOR,シスネ
$C2710_MAIN_2000_0100_00_csn,,丘は　こっちよ
$C2710_MAIN_2000_0100_00_csn,ACTOR,シスネ
$C2710_MAIN_2000_0200_00_csn,,ついてきて
$C2710_MAIN_2000_0200_00_csn,ACTOR,シスネ
$C2710_MAIN_2100_0000_05_yfi,,
$C2710_MAIN_2100_0000_05_yfi,ACTOR,ユフィ
$C2710_MAIN_2100_0000_07_yfi,,
$C2710_MAIN_2100_0000_07_yfi,ACTOR,ユフィ
$C2710_MAIN_2100_0000_09_yfi,,
$C2710_MAIN_2100_0000_09_yfi,ACTOR,ユフィ
$C2710_MAIN_2100_0100_00_csn,,ありがとう
$C2710_MAIN_2100_0100_00_csn,ACTOR,シスネ
$C2710_MAIN_2100_0100_05_yfi,,
$C2710_MAIN_2100_0100_05_yfi,ACTOR,ユフィ
$C2710_MAIN_2100_0200_00_yfi,,これ　なに？
$C2710_MAIN_2100_0200_00_yfi,ACTOR,ユフィ
$C2710_MAIN_2100_0300_00_cat,,３年前　ゴンガガ魔晄炉が爆発したんですわ
$C2710_MAIN_2100_0300_00_cat,ACTOR,ケット・シー
$C2710_MAIN_2100_0310_00_cat,,原因は　施設の老朽化です
$C2710_MAIN_2100_0310_00_cat,ACTOR,ケット・シー
$C2710_MAIN_2100_0400_00_csn,,点検と整備をちゃんとしていれば<br>事故は防げたはずだけどね
$C2710_MAIN_2100_0400_00_csn,ACTOR,シスネ
$C2710_MAIN_2100_0500_00_yfi,,神羅の怠慢か～
$C2710_MAIN_2100_0500_00_yfi,ACTOR,ユフィ
$C2710_MAIN_2100_0600_00_csn,,でも　この慰霊碑は神羅が建てたの
$C2710_MAIN_2100_0600_00_csn,ACTOR,シスネ
$C2710_MAIN_2100_0700_00_blt,,めずらしいこともあるもんだ
$C2710_MAIN_2100_0700_00_blt,ACTOR,バレット
$C2710_MAIN_2100_0800_00_cat,,ここの復興担当者が気張りはったんでしょうね
$C2710_MAIN_2100_0800_00_cat,ACTOR,ケット・シー
$C2710_MAIN_2100_0800_05_csn,,
$C2710_MAIN_2100_0800_05_csn,ACTOR,シスネ
$C2710_MAIN_2100_0900_00_blt,,んなことで　罪が許されるわけじゃねえけどな
