id,name,text,text_jp
$C3310_MAIN_3220_0300_00_blt,Barret,Don’t even think about testin’ it!,試そうなんて思うなよ～？
$C3310_MAIN_3220_0400_00_yfi,Yuffie,"Hahaha, too late~!",ははは　思っちゃう～！
$C3310_MAIN_3230_0100_00_skm,NPC,We won’t link up with the squad like this! Jump in already!,このままでは　部隊に合流できんぞ<br>さっさと飛び込め！
$C3310_MAIN_3230_0200_00_skm,NPC,"Let me go at my own pace, damn it!",自分のタイミングで行かせてください！
$C3310_MAIN_3230_0300_00_skm,NPC,Hiiiieeee!,ひいいいい！
$C3310_MAIN_3230_0300_05_skm,NPC,FOREE_224,FOREE_224
$C3310_MAIN_3230_0300_07_skm,NPC,FOREE_225,FOREE_225
$C3310_MAIN_3235_0100_00_skm,Special Ops Soldier,There they are! Don’t let ‘em go any further!,いたぞ　これ以上先に行かせるな！
$C3310_MAIN_3240_0100_00_cld,Cloud,Looks like we’ve gotta jump.,飛ぶしかなさそうだな
$C3310_MAIN_3240_0200_00_yfi,Yuffie,"You’re kidding, right!?",ウソでしょ？
$C3310_MAIN_3240_0300_00_blt,Barret,"So it comes to this, huh!?",結局　そうなんのかよ
$C3310_MAIN_3250_0100_00_yfi,Yuffie,Eeeeek~!,ひえ～～～！
$C3310_MAIN_3250_0101_00_yfi,Yuffie,FOREE_231,FOREE_231
$C3310_MAIN_3250_0200_00_art,Aerith,"It’s okay, it’s okay~!",だいじょうぶ　だいじょうぶ～！
$C3310_MAIN_3250_0300_00_blt,Barret,Uoooaah!,うおおおお！
$C3310_MAIN_3250_0400_00_red,Red XIII,Waaaah!,うわーーー！
$C3310_MAIN_3260_0050_00_skm,Special Ops Soldier,Hold position here until the Turks give the order! Stay prepped for departure—no slacking!,タークスの指示があるまでここで待機！<br>出発に備えて　各自準備を怠るな
$C3310_MAIN_3260_0100_00_skm,Special Ops Soldier,"Enemy attack! Everyone, engage!",敵襲　全員でかかれ！
$C3310_MAIN_3300_0000_05_yfi,Yuffie,FOREE_237,FOREE_237
$C3310_MAIN_3300_0000_08_art,Aerith,FOREE_238,FOREE_238
$C3310_MAIN_3300_0100_00_art,Aerith,FOREE_239,FOREE_239
$C3310_MAIN_3300_0100_00_blt,Barret,What the hell’s happenin’...?,どうなってやがる……
$C3310_MAIN_3300_0100_02_red,Red XIII,FOREE_241,FOREE_241
$C3310_MAIN_3300_0100_05_cld,Cloud,FOREE_242,FOREE_242
$C3310_MAIN_3300_0100_08_yfi,Yuffie,FOREE_243,FOREE_243
$C3310_MAIN_3300_0100_10_art,Aerith,FOREE_244,FOREE_244
$C3310_MAIN_3300_0100_21_cld,Cloud,FOREE_245,FOREE_245
$C3310_MAIN_3300_0100_23_yfi,Yuffie,FOREE_246,FOREE_246
$C3310_MAIN_3300_0100_25_art,Aerith,FOREE_247,FOREE_247
$C3310_MAIN_3300_0100_28_cld,Cloud,FOREE_248,FOREE_248
$C3310_MAIN_3300_0100_30_yfi,Yuffie,FOREE_249,FOREE_249
$C3310_MAIN_3300_0100_31_art,Aerith,FOREE_250,FOREE_250
$C3310_MAIN_3300_0200_00_cld,Cloud,FOREE_251,FOREE_251
$C3310_MAIN_3300_0200_03_yfi,Yuffie,FOREE_252,FOREE_252
$C3310_MAIN_3300_0200_04_art,Aerith,FOREE_253,FOREE_253
$C3310_MAIN_3300_0210_00_blt,Barret,That was close!,あぶねえ！
$C3310_MAIN_3300_0210_03_yfi,Yuffie,FOREE_255,FOREE_255
$C3310_MAIN_3300_0210_04_art,Aerith,FOREE_256,FOREE_256
$C3310_MAIN_3300_0220_00_yfi,Yuffie,FOREE_257,FOREE_257
$C3310_MAIN_3300_0300_00_red,Red XIII,"Feels like the master of a labyrinth, doesn’t it?",迷宮の主って感じだね
$C3310_MAIN_3300_0400_00_yfi,Yuffie,Wanna eat some Da-chao beans?,ダチャオ豆　食べる？
$C3310_MAIN_3300_0400_05_yfi,Yuffie,FOREE_260,FOREE_260
$C3310_MAIN_3300_0400_08_art,Aerith,FOREE_261,FOREE_261
$C3310_MAIN_3300_0500_00_blt,Barret,What’re you tryin’ to stir up!?,刺激してどうするよ！
$C3310_MAIN_3300_0600_00_tif,Tifa,"Hey, focus!",ねえ　集中！
$C3310_MAIN_3350_0100_00_yfi,Yuffie,We flipping over again!?,また　ひっくり返んの？
$C3310_MAIN_3350_0100_06_blt,Barret,FOREE_265,FOREE_265
$C3310_MAIN_3350_0100_12_red,Red XIII,FOREE_266,FOREE_266
$C3310_MAIN_3350_0100_13_cld,Cloud,FOREE_267,FOREE_267
$C3310_MAIN_3350_0200_00_blt,Barret,"Welcome back, huh!?",おかえりなさいってか！
$C3310_MAIN_3350_0200_07_cld,Cloud,FOREE_269,FOREE_269
$C3310_MAIN_3350_0200_09_red,Red XIII,FOREE_270,FOREE_270
$C3310_MAIN_3350_0300_00_red,Red XIII,Run!,逃げて！
$C3310_MAIN_3350_0300_07_cld,Cloud,FOREE_272,FOREE_272
$C3310_MAIN_3350_0300_08_blt,Barret,FOREE_273,FOREE_273
$C3310_MAIN_3350_0300_09_art,Aerith,FOREE_274,FOREE_274
$C3310_MAIN_3350_0300_14_cld,Cloud,FOREE_275,FOREE_275
$C3310_MAIN_3350_0300_15_blt,Barret,FOREE_276,FOREE_276
$C3310_MAIN_3350_0300_16_art,Aerith,FOREE_277,FOREE_277
$C3310_MAIN_3350_0300_17_red,Red XIII,FOREE_278,FOREE_278
$C3310_MAIN_3350_0400_00_art,Aerith,Everyone okay?,みんな　だいじょうぶ？
$C3310_MAIN_3350_0500_00_cld,Cloud,Let’s move!,行くぞ！
$C3310_MAIN_3400_0100_00_blt,Barret,Not so fast!,そうはいかねえ！
