id,sub_id,text
$C3310_MAIN_0400_0100_00_vin,ACTOR,Vincent
$C3310_MAIN_0400_0200_00_cid,,"North, huh? Tricky."
$C3310_MAIN_0400_0200_00_cid,ACTOR,Cid
$C3310_MAIN_0400_0300_00_art,,Can you get there?
$C3310_MAIN_0400_0300_00_art,ACTOR,Aerith
$C3310_MAIN_0400_0400_00_cid,,Can I get there?<br>Only with one arm tied behind my back!
$C3310_MAIN_0400_0400_00_cid,ACTOR,Cid
$C3310_MAIN_0400_0500_00_cid,,"Girl might be missin' her wings,<br>but long as you got me, it'll be smooth sailin'."
$C3310_MAIN_0400_0500_00_cid,ACTOR,Cid
$C3310_MAIN_0400_0600_00_yfi,,"Oh, man...this is gonna be rough."
$C3310_MAIN_0400_0600_00_yfi,ACTOR,Yuffie
$C3310_MAIN_0400_0700_00_cid,,What can I say? Life is full of ups and downs.
$C3310_MAIN_0400_0700_00_cid,ACTOR,Cid
$C3310_MAIN_0400_0700_05_yfi,,
$C3310_MAIN_0400_0700_05_yfi,ACTOR,
$C3310_MAIN_0400_0800_00_vin,,They've mobilized the Turks and the military.
$C3310_MAIN_0400_0800_00_vin,ACTOR,Vincent
$C3310_MAIN_0400_0900_00_vin,,Hope you're ready for a fight.
$C3310_MAIN_0400_0900_00_vin,ACTOR,Vincent
$C3310_MAIN_0800_0100_00_ruf,,Not long now.
$C3310_MAIN_0800_0100_00_ruf,ACTOR,Rufus
$C3310_MAIN_0800_0200_00_hjo,,"I hope you realize, this ""temple"" of yours<br>is not, in fact, the promised land."
$C3310_MAIN_0800_0200_00_hjo,ACTOR,Hojo
$C3310_MAIN_0800_0300_00_ruf,,No? Then what is it?
$C3310_MAIN_0800_0300_00_ruf,ACTOR,Rufus
$C3310_MAIN_0800_0300_03_rch,,
$C3310_MAIN_0800_0300_03_rch,ACTOR,
$C3310_MAIN_0800_0300_04_mnt,,
$C3310_MAIN_0800_0300_04_mnt,ACTOR,
$C3310_MAIN_0800_0300_07_hjo,,
$C3310_MAIN_0800_0300_07_hjo,ACTOR,
$C3310_MAIN_0800_0400_00_hjo,,The beginning of the end.<br>The celebration of the faithful.
$C3310_MAIN_0800_0400_00_hjo,ACTOR,Hojo
$C3310_MAIN_0800_0500_00_hjo,,A watershed moment for all mankind.
$C3310_MAIN_0800_0500_00_hjo,ACTOR,Hojo
$C3310_MAIN_0800_0510_00_hjo,,But the temple itself? Merely the stage.
$C3310_MAIN_0800_0510_00_hjo,ACTOR,Hojo
$C3310_MAIN_0800_0600_00_tsu,,<i>Objective sighted.</i>
$C3310_MAIN_0800_0600_00_tsu,ACTOR,<i>Tseng</i>
$C3310_MAIN_0900_0000_05_tsu,,
$C3310_MAIN_0900_0000_05_tsu,ACTOR,
$C3310_MAIN_0900_0100_00_eln,,Are you sure this is the place?
$C3310_MAIN_0900_0100_00_eln,ACTOR,Elena
$C3310_MAIN_0900_0200_00_tsu,,Quite.
$C3310_MAIN_0900_0200_00_tsu,ACTOR,Tseng
$C3310_MAIN_0900_0200_05_tsu,,
$C3310_MAIN_0900_0200_05_tsu,ACTOR,
$C3310_MAIN_0900_0200_07_tsu,,
$C3310_MAIN_0900_0200_07_tsu,ACTOR,
$C3310_MAIN_0900_0200_11_eln,,
$C3310_MAIN_0900_0200_11_eln,ACTOR,
$C3310_MAIN_0900_0200_13_lud,,
$C3310_MAIN_0900_0200_13_lud,ACTOR,
$C3310_MAIN_0900_0300_00_tsu,,
$C3310_MAIN_0900_0300_00_tsu,ACTOR,
$C3310_MAIN_0900_0300_05_eln,,
$C3310_MAIN_0900_0300_05_eln,ACTOR,
$C3310_MAIN_0900_0300_08_lud,,
$C3310_MAIN_0900_0300_08_lud,ACTOR,
$C3310_MAIN_0900_0300_10_ren,,
$C3310_MAIN_0900_0300_10_ren,ACTOR,
$C3310_MAIN_0950_0050_00_hjo,,
$C3310_MAIN_0950_0050_00_hjo,ACTOR,
$C3310_MAIN_1000_0100_00_red,,"Hey, guys! Look!"
$C3310_MAIN_1000_0100_00_red,ACTOR,Red XIII
$C3310_MAIN_1000_0200_00_yfi,,I'm looking...
$C3310_MAIN_1000_0200_00_yfi,ACTOR,Yuffie
$C3310_MAIN_1000_0300_00_cid,,"Alright, mateys. Time to hoist the sails!"
$C3310_MAIN_1000_0300_00_cid,ACTOR,Cid
$C3310_MAIN_1000_0400_00_yfi,,This thing doesn't have any!
$C3310_MAIN_1000_0400_00_yfi,ACTOR,Yuffie
$C3310_MAIN_1000_0410_00_yfi,,"And I'm not your ""matey"" either!"
$C3310_MAIN_1000_0410_00_yfi,ACTOR,Yuffie
$C3310_MAIN_1000_0410_05_yfi,,
$C3310_MAIN_1000_0410_05_yfi,ACTOR,
$C3310_MAIN_1000_0500_00_cid,,"Just roll with it, kid!"
$C3310_MAIN_1000_0500_00_cid,ACTOR,Cid
$C3310_MAIN_1000_0600_00_cid,,Y'all ready?<br>Then batten down the hatches and hold on tight!
$C3310_MAIN_1000_0600_00_cid,ACTOR,Cid
$C3310_MAIN_1000_0700_00_art,,Aye aye!
$C3310_MAIN_1000_0700_00_art,ACTOR,Tifa & Aerith
$C3310_MAIN_1000_0800_00_tif,,
$C3310_MAIN_1000_0800_00_tif,ACTOR,
$C3310_MAIN_1000_0900_00_cid,,
$C3310_MAIN_1000_0900_00_cid,ACTOR,
$C3310_MAIN_1000_1000_00_yfi,,
$C3310_MAIN_1000_1000_00_yfi,ACTOR,
$C3310_MAIN_1050_0100_00_sys,,Land here?<br>You will not be able to return after landing.
$C3310_MAIN_1050_0200_00_sys,,Yes
$C3310_MAIN_1050_0300_00_sys,,No
$C3310_MAIN_1100_0100_00_art,,There's so much...so much tension...
$C3310_MAIN_1100_0100_00_art,ACTOR,Aerith
$C3310_MAIN_1100_0200_00_cid,,Waves did a number on the ol' gal.<br>Gonna give 'er a once-over.
$C3310_MAIN_1100_0200_00_cid,ACTOR,Cid
$C3310_MAIN_1100_0300_00_cid,,You go on ahead.
$C3310_MAIN_1100_0300_00_cid,ACTOR,Cid
$C3310_MAIN_1100_0400_00_cld,,Sure about that?
$C3310_MAIN_1100_0400_00_cld,ACTOR,Cloud
$C3310_MAIN_1100_0500_00_cid,,I'm a big boy.
$C3310_MAIN_1100_0500_00_cid,ACTOR,Cid
$C3310_MAIN_1100_0500_05_cld,,
$C3310_MAIN_1100_0500_05_cld,ACTOR,
$C3310_MAIN_1150_0100_00_cid,,I'll catch up─just gotta tend to her first.
$C3310_MAIN_1150_0100_00_cid,ACTOR,Cid
$C3310_MAIN_1150_0200_00_cid,,Can't wait to get some wings on my baby again...
$C3310_MAIN_1150_0200_00_cid,ACTOR,Cid
$C3310_MAIN_1160_0100_00_vin,,Being outside is exhausting... I hate it.
$C3310_MAIN_1160_0100_00_vin,ACTOR,Vincent
$C3310_MAIN_1160_0200_00_vin,,What is man in the face of the natural world?
$C3310_MAIN_1160_0200_00_vin,ACTOR,Vincent
$C3310_MAIN_1200_0100_00_blt,,The Ancients built all this? Damn.
$C3310_MAIN_1200_0100_00_blt,ACTOR,Barret
$C3310_MAIN_1200_0200_00_red,,"The <i>Cetra</i>, yes."
$C3310_MAIN_1200_0200_00_red,ACTOR,Red XIII
$C3310_MAIN_1200_0300_00_art,,
$C3310_MAIN_1200_0300_00_art,ACTOR,
$C3310_MAIN_1200_0300_05_art,,
$C3310_MAIN_1200_0300_05_art,ACTOR,
$C3310_MAIN_1200_0400_00_art,,Hm...? What?
$C3310_MAIN_1200_0400_00_art,ACTOR,Aerith
$C3310_MAIN_1200_0400_05_art,,
$C3310_MAIN_1200_0400_05_art,ACTOR,
$C3310_MAIN_1200_0500_00_art,,Finally...
$C3310_MAIN_1200_0500_00_art,ACTOR,Aerith
$C3310_MAIN_1200_0600_00_blt,,"""We who are born of the planet, with her we speak. Her flesh we shape."
$C3310_MAIN_1200_0600_00_blt,ACTOR,Barret
$C3310_MAIN_1200_0610_00_blt,,"""Unto her promised land shall we one day return."
$C3310_MAIN_1200_0610_00_blt,ACTOR,Barret
$C3310_MAIN_1200_0700_00_blt,,"""By her loving grace and providence<br>may we take our place in paradise."""
$C3310_MAIN_1200_0700_00_blt,ACTOR,Barret
$C3310_MAIN_1200_0800_00_art,,Oh... No. This isn't the promised land.
$C3310_MAIN_1200_0800_00_art,ACTOR,Aerith
$C3310_MAIN_1200_0900_00_art,,I mean...just look around.
$C3310_MAIN_1200_0900_00_art,ACTOR,Aerith
$C3310_MAIN_1200_1000_00_art,,It can't be.
$C3310_MAIN_1200_1000_00_art,ACTOR,Aerith
$C3310_MAIN_1200_1100_00_art,,Not with all this sadness...and anger.
$C3310_MAIN_1200_1100_00_art,ACTOR,Aerith
$C3310_MAIN_1200_1200_00_tif,,We good?
$C3310_MAIN_1200_1200_00_tif,ACTOR,Tifa
$C3310_MAIN_1200_1300_00_art,,Yeah.
$C3310_MAIN_1200_1300_00_art,ACTOR,Aerith
$C3310_MAIN_1300_0100_00_blt,,"They didn't waste any time, the greedy sons of bitches."
$C3310_MAIN_1300_0100_00_blt,ACTOR,Barret
$C3310_MAIN_1400_0100_00_skm,,What the hell's wrong with this place!?
$C3310_MAIN_1400_0200_00_skm,,Maybe it's the curse.
$C3310_MAIN_1400_0300_00_skm,,Don't say shit like that!
$C3310_MAIN_1500_0100_00_skm,,Who are you!?
$C3310_MAIN_1500_0100_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_1500_0200_00_skm,,Don't move!
$C3310_MAIN_1500_0200_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_1600_0100_00_skm,,It's them. Call the Turks!
$C3310_MAIN_1600_0100_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_1700_0100_00_skm,,It's Avalanche!
$C3310_MAIN_1700_0100_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_1700_0200_00_skm,,Spare the Ancient!
$C3310_MAIN_1700_0200_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_1900_0100_00_vin,,Fiends killed these men.
$C3310_MAIN_1900_0100_00_vin,ACTOR,Vincent
$C3310_MAIN_1900_0200_00_cid,,This is one hell of a mess.
$C3310_MAIN_1900_0200_00_cid,ACTOR,Cid
$C3310_MAIN_1900_0300_00_yfi,,"Yeah, but...they didn't have Aerith!<br>We get a free pass, right!?"
$C3310_MAIN_1900_0300_00_yfi,ACTOR,Yuffie
$C3310_MAIN_1900_0300_05_art,,
$C3310_MAIN_1900_0300_05_art,ACTOR,
$C3310_MAIN_1900_0400_00_art,,
$C3310_MAIN_1900_0400_00_art,ACTOR,
$C3310_MAIN_1900_0400_05_art,,
$C3310_MAIN_1900_0400_05_art,ACTOR,
$C3310_MAIN_1900_0500_00_art,,"But...half of me...<i>is</i> Cetra, right?"
$C3310_MAIN_1900_0500_00_art,ACTOR,Aerith
$C3310_MAIN_1900_0500_05_yfi,,
$C3310_MAIN_1900_0500_05_yfi,ACTOR,
$C3310_MAIN_1900_0600_00_art,,"I tried, but...no free pass for us."
$C3310_MAIN_1900_0600_00_art,ACTOR,Aerith
$C3310_MAIN_1900_0600_05_yfi,,
$C3310_MAIN_1900_0600_05_yfi,ACTOR,
$C3310_MAIN_1900_0700_00_cid,,"Now, I know I came with y'all this far,<br>but I ain't about to go in there."
$C3310_MAIN_1900_0700_00_cid,ACTOR,Cid
$C3310_MAIN_1900_0800_00_cid,,"Sorry, folks."
$C3310_MAIN_1900_0800_00_cid,ACTOR,Cid
$C3310_MAIN_1900_0900_00_art,,"No, don't apologize."
$C3310_MAIN_1900_0900_00_art,ACTOR,Aerith
$C3310_MAIN_1900_1000_00_art,,"You've done so much for us already.<br>We'll always be grateful, Cid."
$C3310_MAIN_1900_1000_00_art,ACTOR,Aerith
$C3310_MAIN_1900_1100_00_cid,,Wait. Don't misunderstand.
$C3310_MAIN_1900_1100_00_cid,ACTOR,Cid
$C3310_MAIN_1900_1200_00_cid,,You'll need a way home.
$C3310_MAIN_1900_1200_00_cid,ACTOR,Cid
$C3310_MAIN_1900_1200_05_art,,
$C3310_MAIN_1900_1200_05_art,ACTOR,
$C3310_MAIN_1900_1300_00_cid,,"So when you're ready, I'll be here."
$C3310_MAIN_1900_1300_00_cid,ACTOR,Cid
$C3310_MAIN_2000_0100_00_cid,,Find me when you're done. Bronco's ready when you are.
$C3310_MAIN_2000_0100_00_cid,ACTOR,Cid
$C3310_MAIN_2000_0200_00_cid,,"Sorry, but there ain't nothin' in the world that could make me go in there."
$C3310_MAIN_2000_0200_00_cid,ACTOR,Cid
$C3310_MAIN_2100_0100_00_vin,,I've got nothing.
$C3310_MAIN_2100_0100_00_vin,ACTOR,Vincent
$C3310_MAIN_2100_0200_00_vin,,Expectations often lead to disappointment.
$C3310_MAIN_2100_0200_00_vin,ACTOR,Vincent
$C3310_MAIN_2200_0000_08_vin,,
$C3310_MAIN_2200_0000_08_vin,ACTOR,
$C3310_MAIN_2200_0100_00_ruf,,
$C3310_MAIN_2200_0100_00_ruf,ACTOR,
$C3310_MAIN_2200_0200_00_ruf,,The Ancient has entered the temple.
$C3310_MAIN_2200_0200_00_ruf,ACTOR,Rufus
$C3310_MAIN_2200_0300_00_hjo,,And <i>he</i> is doubtless close behind.
$C3310_MAIN_2200_0300_00_hjo,ACTOR,Hojo
$C3310_MAIN_2200_0310_00_hjo,,This is going to be interesting.
$C3310_MAIN_2200_0310_00_hjo,ACTOR,Hojo
$C3310_MAIN_2200_0400_00_hjo,,"Oh, yes..."
$C3310_MAIN_2200_0400_00_hjo,ACTOR,Hojo
$C3310_MAIN_2200_0500_00_ruf,,"I hope you're watching, Dad."
$C3310_MAIN_2200_0500_00_ruf,ACTOR,Rufus
$C3310_MAIN_2300_0000_05_rch,,
$C3310_MAIN_2300_0000_05_rch,ACTOR,
$C3310_MAIN_2300_0100_00_cld,,
$C3310_MAIN_2300_0100_00_cld,ACTOR,
$C3310_MAIN_2300_0100_03_rch,,
$C3310_MAIN_2300_0100_03_rch,ACTOR,
$C3310_MAIN_2300_0100_05_cld,,
$C3310_MAIN_2300_0100_05_cld,ACTOR,
$C3310_MAIN_2300_0200_00_rch,,The black...materia...
$C3310_MAIN_2300_0200_00_rch,ACTOR,Robed Man
$C3310_MAIN_2300_0300_00_rch,,Sephi...roth...
$C3310_MAIN_2300_0300_00_rch,ACTOR,Robed Man
$C3310_MAIN_2300_0300_05_rch,,
$C3310_MAIN_2300_0300_05_rch,ACTOR,
$C3310_MAIN_2300_0400_00_tif,,Cloud... Do you know who─
$C3310_MAIN_2300_0400_00_tif,ACTOR,Tifa
$C3310_MAIN_2300_0500_00_cld,,Sephiroth's beat us to the punch.
$C3310_MAIN_2300_0500_00_cld,ACTOR,Cloud
$C3310_MAIN_2300_0600_00_cld,,C'mon. We don't have much time.
$C3310_MAIN_2300_0600_00_cld,ACTOR,Cloud
$C3310_MAIN_2400_0100_00_rch,,My...fri...en...
$C3310_MAIN_2400_0100_00_rch,ACTOR,Robed Man
$C3310_MAIN_2400_0200_00_rch,,Sephi...roth...
$C3310_MAIN_2400_0200_00_rch,ACTOR,Robed Man
$C3310_MAIN_2400_0300_00_rch,,The...black...ma...teria...
$C3310_MAIN_2400_0300_00_rch,ACTOR,Robed Man
$C3310_MAIN_2450_0100_00_skm,,Contact! Engage!
$C3310_MAIN_2450_0100_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_2600_0100_00_yfi,,
$C3310_MAIN_2600_0100_00_yfi,ACTOR,
$C3310_MAIN_2600_0200_00_yfi,,Look at it!<br>The Ancients built all this just to hide something?
$C3310_MAIN_2600_0200_00_yfi,ACTOR,Yuffie
$C3310_MAIN_2600_0300_00_yfi,,That black materia's gotta be worth a fortune!
$C3310_MAIN_2600_0300_00_yfi,ACTOR,Yuffie
$C3310_MAIN_2600_0400_00_art,,
$C3310_MAIN_2600_0400_00_art,ACTOR,
$C3310_MAIN_2600_0400_05_yfi,,
$C3310_MAIN_2600_0400_05_yfi,ACTOR,
$C3310_MAIN_2600_0500_00_art,,Not another word about the black materia.<br>We can't let Shinra find out.
$C3310_MAIN_2600_0500_00_art,ACTOR,Aerith
$C3310_MAIN_2600_0500_05_yfi,,
$C3310_MAIN_2600_0500_05_yfi,ACTOR,
$C3310_MAIN_2600_0600_00_red,,Like Cait hasn't already told 'em.
$C3310_MAIN_2600_0600_00_red,ACTOR,Red XIII
$C3310_MAIN_2600_0700_00_cld,,Doesn't matter if they know or not.<br>We just need to find it first.
$C3310_MAIN_2600_0700_00_cld,ACTOR,Cloud
$C3310_MAIN_2600_0700_07_blt,,
$C3310_MAIN_2600_0700_07_blt,ACTOR,
$C3310_MAIN_2600_0800_00_blt,,Hold up... What the hell!?
$C3310_MAIN_2600_0800_00_blt,ACTOR,Barret
$C3310_MAIN_2600_0900_00_red,,"I could be wrong, but I'm starting to think<br>we checked our sanity at the door."
$C3310_MAIN_2600_0900_00_red,ACTOR,Red XIII
$C3310_MAIN_2600_0900_05_skm,,
$C3310_MAIN_2600_0900_05_skm,ACTOR,
$C3310_MAIN_2600_0900_06_skm,,
$C3310_MAIN_2600_0900_06_skm,ACTOR,
$C3310_MAIN_2600_0900_07_skm,,
$C3310_MAIN_2600_0900_07_skm,ACTOR,
$C3310_MAIN_2700_0100_00_skm,,
$C3310_MAIN_2700_0100_00_skm,ACTOR,
$C3310_MAIN_2700_0200_00_skm,,"Move, move!"
$C3310_MAIN_2700_0200_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_2700_0200_05_eln,,
$C3310_MAIN_2700_0200_05_eln,ACTOR,
$C3310_MAIN_2700_0200_06_lud,,
$C3310_MAIN_2700_0200_06_lud,ACTOR,
$C3310_MAIN_2700_0200_07_ren,,
$C3310_MAIN_2700_0200_07_ren,ACTOR,
$C3310_MAIN_2700_0200_08_eln,,
$C3310_MAIN_2700_0200_08_eln,ACTOR,
$C3310_MAIN_2700_0300_00_eln,,"The only ""promised"" thing here is death for us all."
$C3310_MAIN_2700_0300_00_eln,ACTOR,Elena
$C3310_MAIN_2700_0400_00_lud,,"Elena, cut the chatter."
$C3310_MAIN_2700_0400_00_lud,ACTOR,Rude
$C3310_MAIN_2700_0500_00_eln,,"Hey, you know I'm right!"
$C3310_MAIN_2700_0500_00_eln,ACTOR,Elena
$C3310_MAIN_2700_0500_07_eln,,
$C3310_MAIN_2700_0500_07_eln,ACTOR,
$C3310_MAIN_2700_0500_09_lud,,
$C3310_MAIN_2700_0500_09_lud,ACTOR,
$C3310_MAIN_2700_0500_11_skm,,
$C3310_MAIN_2700_0500_11_skm,ACTOR,
$C3310_MAIN_2700_0600_00_skm,,Sir. Avalanche and the Ancient─they're here.
$C3310_MAIN_2700_0600_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_2700_0700_00_eln,,I say we set an ambush and take 'em out!
$C3310_MAIN_2700_0700_00_eln,ACTOR,Elena
$C3310_MAIN_2700_0800_00_tsu,,"No, we focus on the mission."
$C3310_MAIN_2700_0800_00_tsu,ACTOR,Tseng
$C3310_MAIN_2700_0800_05_eln,,
$C3310_MAIN_2700_0800_05_eln,ACTOR,
$C3310_MAIN_2700_0900_00_tsu,,Our orders were to find proof that this is indeed the promised land─so we will split up and search.
$C3310_MAIN_2700_0900_00_tsu,ACTOR,Tseng
$C3310_MAIN_2700_1000_00_tsu,,"Reno, Rude, pair off. Elena, you're with me."
$C3310_MAIN_2700_1000_00_tsu,ACTOR,Tseng
$C3310_MAIN_2700_1000_04_lud,,
$C3310_MAIN_2700_1000_04_lud,ACTOR,
$C3310_MAIN_2700_1010_00_eln,,Sir!
$C3310_MAIN_2700_1010_00_eln,ACTOR,Elena
$C3310_MAIN_2700_1010_05_tsu,,
$C3310_MAIN_2700_1010_05_tsu,ACTOR,
$C3310_MAIN_2700_1100_00_tsu,,Reno.
$C3310_MAIN_2700_1100_00_tsu,ACTOR,Tseng
$C3310_MAIN_2700_1200_00_ren,,
$C3310_MAIN_2700_1200_00_ren,ACTOR,
$C3310_MAIN_2700_1300_00_tsu,,See you keep your priorities straight.
$C3310_MAIN_2700_1300_00_tsu,ACTOR,Tseng
$C3310_MAIN_2700_1300_08_lud,,
$C3310_MAIN_2700_1300_08_lud,ACTOR,
$C3310_MAIN_2700_1310_00_ren,,"Copy that, Boss."
$C3310_MAIN_2700_1310_00_ren,ACTOR,Reno
$C3310_MAIN_2700_1310_05_ren,,
$C3310_MAIN_2700_1310_05_ren,ACTOR,
$C3310_MAIN_2800_0100_00_blt,,This temple's daunting enough without Shinra and the black robes complicatin' things.
$C3310_MAIN_2800_0100_00_blt,ACTOR,Barret
$C3310_MAIN_2800_0200_00_blt,,"Gonna be tough goin', folks."
$C3310_MAIN_2800_0200_00_blt,ACTOR,Barret
$C3310_MAIN_2800_0300_00_red,,You think Sephiroth's here too?
$C3310_MAIN_2800_0300_00_red,ACTOR,Red XIII
$C3310_MAIN_2800_0400_00_cld,,No─I <i>know</i> he is.
$C3310_MAIN_2800_0400_00_cld,ACTOR,Cloud
$C3310_MAIN_2800_0500_00_blt,,Got a real bad feelin' 'bout all this.
$C3310_MAIN_2800_0500_00_blt,ACTOR,Barret
$C3310_MAIN_2800_0600_00_art,,We shouldn't think like that.
$C3310_MAIN_2800_0600_00_art,ACTOR,Aerith
$C3310_MAIN_2800_0700_00_art,,"Stay positive, okay?"
$C3310_MAIN_2800_0700_00_art,ACTOR,Aerith
$C3310_MAIN_2800_0800_00_art,,This place can sense our emotions─turn 'em against us.
$C3310_MAIN_2800_0800_00_art,ACTOR,Aerith
$C3310_MAIN_2800_0900_00_tif,,Okey doke.
$C3310_MAIN_2800_0900_00_tif,ACTOR,Tifa
$C3310_MAIN_3000_0100_00_red,,What could've happened here?
$C3310_MAIN_3000_0100_00_red,ACTOR,Red XIII
$C3310_MAIN_3000_0200_00_art,,Ah...
$C3310_MAIN_3000_0200_00_art,ACTOR,Aerith
$C3310_MAIN_3000_0210_00_art,,The blood... I can almost smell it.
$C3310_MAIN_3000_0210_00_art,ACTOR,Aerith
$C3310_MAIN_3000_0300_00_art,,There was a great battle here long ago. So many lives lost...
$C3310_MAIN_3000_0300_00_art,ACTOR,Aerith
$C3310_MAIN_3100_0200_00_cld,,"Well, legend says no one who enters the temple ever comes out."
$C3310_MAIN_3100_0200_00_cld,ACTOR,Cloud
$C3310_MAIN_3100_0210_00_cld,,According to the cat.
$C3310_MAIN_3100_0210_00_cld,ACTOR,Cloud
$C3310_MAIN_3100_0300_00_yfi,,Why am I only hearing this <i>now</i>!?
$C3310_MAIN_3100_0300_00_yfi,ACTOR,Yuffie
$C3310_MAIN_3100_0400_00_blt,,Asshole was prob'ly lyin' through his teeth. Don't pay it no mind.
$C3310_MAIN_3100_0400_00_blt,ACTOR,Barret
$C3310_MAIN_3200_0000_05_cld,,
$C3310_MAIN_3200_0000_05_cld,ACTOR,
$C3310_MAIN_3200_0100_00_yfi,,
$C3310_MAIN_3200_0100_00_yfi,ACTOR,
$C3310_MAIN_3200_0100_08_blt,,
$C3310_MAIN_3200_0100_08_blt,ACTOR,
$C3310_MAIN_3200_0100_11_cld,,
$C3310_MAIN_3200_0100_11_cld,ACTOR,
$C3310_MAIN_3200_0200_00_art,,We just get turned upside down!?
$C3310_MAIN_3200_0200_00_art,ACTOR,Aerith
$C3310_MAIN_3200_0200_05_blt,,
$C3310_MAIN_3200_0200_05_blt,ACTOR,
$C3310_MAIN_3200_0300_00_cld,,Or the temple did. Depends how you look at it.
$C3310_MAIN_3200_0300_00_cld,ACTOR,Cloud
$C3310_MAIN_3210_0100_00_skm,,Aaah!
$C3310_MAIN_3210_0100_00_skm,ACTOR,Special Forces Operator
$C3310_MAIN_3210_0200_00_yfi,,<i>Please</i> tell me you saw that.
$C3310_MAIN_3210_0200_00_yfi,ACTOR,Yuffie
$C3310_MAIN_3210_0300_00_blt,,No comment.
$C3310_MAIN_3210_0300_00_blt,ACTOR,Barret
$C3310_MAIN_3220_0100_00_yfi,,"Uh, wasn't that waterfall going sideways just a second ago?"
$C3310_MAIN_3220_0100_00_yfi,ACTOR,Yuffie
$C3310_MAIN_3220_0200_00_art,,It was─at least I think it was. Wonder where it goes.
$C3310_MAIN_3220_0200_00_art,ACTOR,Aerith
$C3310_MAIN_3220_0300_00_blt,,"Wonder all you want, but I don't care to find out."
$C3310_MAIN_3220_0300_00_blt,ACTOR,Barret
$C3310_MAIN_3220_0400_00_yfi,,"Aww, what's wrong? You <i>scared</i>?"
$C3310_MAIN_3220_0400_00_yfi,ACTOR,Yuffie
$C3310_MAIN_3230_0100_00_skm,,"This is the only way we can catch up to the others! Now jump, goddammit!"
