id,sub_id,text
$C2710_MAIN_0200_1400_00_rgs,,"Still just a child, aren't you?"
$C2710_MAIN_0200_1400_00_rgs,ACTOR,Glenn
$C2710_MAIN_0200_1500_00_rgs,,"A pigheaded, pathetic, daddy-hating child."
$C2710_MAIN_0200_1500_00_rgs,ACTOR,Glenn
$C2710_MAIN_0200_1600_00_rgs,,And under that brattish exterior? Loneliness.
$C2710_MAIN_0200_1600_00_rgs,ACTOR,Glenn
$C2710_MAIN_0200_1700_00_ruf,,I don't deny it.
$C2710_MAIN_0200_1700_00_ruf,ACTOR,Rufus
$C2710_MAIN_0200_1710_00_ruf,,Why would I? It's brought me all this.
$C2710_MAIN_0200_1710_00_ruf,ACTOR,Rufus
$C2710_MAIN_0200_1800_00_rgs,,Now that's the spirit I'm looking for!
$C2710_MAIN_0200_1800_00_rgs,ACTOR,Glenn
$C2710_MAIN_0200_1900_00_rgs,,We really need more people like you...
$C2710_MAIN_0200_1900_00_rgs,ACTOR,Glenn
$C2710_MAIN_0200_1910_00_rgs,,to give the world a shot in the arm.
$C2710_MAIN_0200_1910_00_rgs,ACTOR,Glenn
$C2710_MAIN_0200_2000_00_ruf,,But what do you truly want?
$C2710_MAIN_0200_2000_00_ruf,ACTOR,Rufus
$C2710_MAIN_0700_0080_05_yfi,,
$C2710_MAIN_0700_0080_05_yfi,ACTOR,
$C2710_MAIN_0700_0090_00_cat,,Pardon me.
$C2710_MAIN_0700_0090_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0700_0100_00_cat,,"So, where are we bound this fine day?"
$C2710_MAIN_0700_0100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0700_0200_00_blt,,South. Far south.
$C2710_MAIN_0700_0200_00_blt,ACTOR,Barret
$C2710_MAIN_0700_0300_00_cld,,And what's there?
$C2710_MAIN_0700_0300_00_cld,ACTOR,Cloud
$C2710_MAIN_0700_0400_00_blt,,"Not Corel, that's what. Now step on it!"
$C2710_MAIN_0700_0400_00_blt,ACTOR,Barret
$C2710_MAIN_0700_0500_00_cat,,Very well! South it is! Hold on to your hats!
$C2710_MAIN_0700_0500_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0700_0500_05_cat,,
$C2710_MAIN_0700_0500_05_cat,ACTOR,
$C2710_MAIN_0700_0500_08_yfi,,
$C2710_MAIN_0700_0500_08_yfi,ACTOR,
$C2710_MAIN_0800_0100_00_blt,,"Hey, robocat."
$C2710_MAIN_0800_0100_00_blt,ACTOR,Barret
$C2710_MAIN_0800_0200_00_blt,,"You act all buddy-buddy, but we don't know a thing about you. Let's fix that."
$C2710_MAIN_0800_0200_00_blt,ACTOR,Barret
$C2710_MAIN_0800_0300_00_cat,,There's not much to know. I'm a 9-to-5 nobody at a small Shinra subsidiary.
$C2710_MAIN_0800_0300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0800_0400_00_cat,,"Another paper-shufflin', copy-pastin' forwarder of emails."
$C2710_MAIN_0800_0400_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0800_0500_00_blt,,'Nother Shinra lapdog.
$C2710_MAIN_0800_0500_00_blt,ACTOR,Barret
$C2710_MAIN_0800_0600_00_cat,,Lap<i>cat</i>.
$C2710_MAIN_0800_0600_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0800_0610_00_blt,,My mistake!
$C2710_MAIN_0800_0610_00_blt,ACTOR,Barret
$C2710_MAIN_0800_0700_00_cat,,But you lot are special. Properly special.
$C2710_MAIN_0800_0700_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0800_0710_00_cat,,Never met a specialer group of people in all my life!
$C2710_MAIN_0800_0710_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0800_0800_00_cat,,How could I <i>not</i> tag along?
$C2710_MAIN_0800_0800_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0800_0900_00_blt,,"""How could I not tag along?"" Hahaha... Bullshit."
$C2710_MAIN_0800_0900_00_blt,ACTOR,Barret
$C2710_MAIN_0800_1000_00_cat,,"Come now, this is a road trip! We should be bondin', not fightin'!"
$C2710_MAIN_0800_1000_00_cat,ACTOR,Cait Sith
$C2710_MAIN_0900_0100_00_yfi,,Barret...
$C2710_MAIN_0900_0100_00_yfi,ACTOR,Yuffie
$C2710_MAIN_0900_0200_00_yfi,,Promise me...you won't take down Scarlet...<br>unless I'm there with you.
$C2710_MAIN_0900_0200_00_yfi,ACTOR,Yuffie
$C2710_MAIN_0900_0300_00_blt,,"Alright. I promise...if you don't give up the ghost<br>right here and now, that is."
$C2710_MAIN_0900_0300_00_blt,ACTOR,Barret
$C2710_MAIN_0900_0400_00_yfi,,I won't let some...stupid car...get the better of me.
$C2710_MAIN_0900_0400_00_yfi,ACTOR,Yuffie
$C2710_MAIN_0900_0500_00_yfi,,Not before I've...punched that witch...<br>right in the mouth!
$C2710_MAIN_0900_0500_00_yfi,ACTOR,Yuffie
$C2710_MAIN_0900_0600_00_yfi,,That's it. I can't.
$C2710_MAIN_0900_0600_00_yfi,ACTOR,Yuffie
$C2710_MAIN_0900_0600_05_blt,,Wait! Just─ Just wait! We'll find somewhere to─
$C2710_MAIN_0900_0600_05_blt,ACTOR,Barret
$C2710_MAIN_0900_0700_00_yfi,,Urp... Ugh...!
$C2710_MAIN_0900_0700_00_yfi,ACTOR,Yuffie
$C2710_MAIN_0900_0800_00_blt,,Pull over! She's about to pop!
$C2710_MAIN_0900_0800_00_blt,ACTOR,Barret
$C2710_MAIN_0900_0900_00_cat,,"Wait, lassie! Not in the buggy! Not in the buggy!!!"
$C2710_MAIN_0900_0900_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_0100_00_art,,Feeling any better?
$C2710_MAIN_1000_0100_00_art,ACTOR,Aerith
$C2710_MAIN_1000_0200_00_yfi,,Leave me...
$C2710_MAIN_1000_0200_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1000_0200_05_tif,,
$C2710_MAIN_1000_0200_05_tif,ACTOR,
$C2710_MAIN_1000_0300_00_tif,,Where to now?
$C2710_MAIN_1000_0300_00_tif,ACTOR,Tifa
$C2710_MAIN_1000_0400_00_tif,,"We don't have any leads, and driving in circles,<br>hoping to spot a black robe is..."
$C2710_MAIN_1000_0400_00_tif,ACTOR,Tifa
$C2710_MAIN_1000_0500_00_yfi,,The worst idea ever!
$C2710_MAIN_1000_0500_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1000_0500_02_art,,
$C2710_MAIN_1000_0500_02_art,ACTOR,
$C2710_MAIN_1000_0500_06_cat,,
$C2710_MAIN_1000_0500_06_cat,ACTOR,
$C2710_MAIN_1000_0600_00_cat,,When you don't know where life's leading...
$C2710_MAIN_1000_0600_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_0700_00_cat,,you should get yourself...a reading!
$C2710_MAIN_1000_0700_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_0700_05_art,,
$C2710_MAIN_1000_0700_05_art,ACTOR,
$C2710_MAIN_1000_0800_00_cat,,
$C2710_MAIN_1000_0800_00_cat,ACTOR,
$C2710_MAIN_1000_0900_00_cld,,"""Your lucky food is...mushrooms."""
$C2710_MAIN_1000_0900_00_cld,ACTOR,Cloud
$C2710_MAIN_1000_1000_00_art,,Um...
$C2710_MAIN_1000_1000_00_art,ACTOR,Aerith
$C2710_MAIN_1000_1000_05_art,,
$C2710_MAIN_1000_1000_05_art,ACTOR,
$C2710_MAIN_1000_1100_00_cat,,"Mushrooms, eh? Mushrooms... Wait!"
$C2710_MAIN_1000_1100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_1200_00_cat,,"Barret! You mentioned somethin' earlier about the Corel reactor, did you not?"
$C2710_MAIN_1000_1200_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_1300_00_cat,,"You saw a Weapon there, right?"
$C2710_MAIN_1000_1300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_1400_00_blt,,"Yeah, but...I don't recall tellin' you."
$C2710_MAIN_1000_1400_00_blt,ACTOR,Barret
$C2710_MAIN_1000_1500_00_cat,,"Well, it might interest you to know that just a wee drive from here, there's another run-down reactor."
$C2710_MAIN_1000_1500_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_1600_00_yfi,,Reactor? Materia!
$C2710_MAIN_1000_1600_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1000_1610_00_yfi,,Okay! I'm good! Everybody back in the car!<br>Let's go go...guuh...
$C2710_MAIN_1000_1610_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1000_1610_04_art,,
$C2710_MAIN_1000_1610_04_art,ACTOR,
$C2710_MAIN_1000_1610_09_blt,,
$C2710_MAIN_1000_1610_09_blt,ACTOR,
$C2710_MAIN_1000_1700_00_blt,,"Well, couldn't hurt to check it out, I guess."
$C2710_MAIN_1000_1700_00_blt,ACTOR,Barret
$C2710_MAIN_1000_1700_05_cat,,
$C2710_MAIN_1000_1700_05_cat,ACTOR,
$C2710_MAIN_1000_1800_00_cat,,"Aye, just a wee drive from here, so it is... Shall we?"
$C2710_MAIN_1000_1800_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_1900_00_cld,,Why not?
$C2710_MAIN_1000_1900_00_cld,ACTOR,Cloud
$C2710_MAIN_1000_2000_00_tif,,"Oh, Cloud? Mind taking the wheel?"
$C2710_MAIN_1000_2000_00_tif,ACTOR,Tifa
$C2710_MAIN_1000_2000_05_cld,,
$C2710_MAIN_1000_2000_05_cld,ACTOR,
$C2710_MAIN_1000_2100_00_cat,,"Alright! Floor it south through the sands till we start seein' green. We'll be pullin' up outside that reactor before ye can say ""mako""!"
$C2710_MAIN_1000_2100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1000_2100_05_yfi,,
$C2710_MAIN_1000_2100_05_yfi,ACTOR,
$C2710_MAIN_1050_0100_00_cat,,Gongaga's just past these shallows!
$C2710_MAIN_1050_0100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1050_0200_00_art,,Gongaga...?
$C2710_MAIN_1050_0200_00_art,ACTOR,Aerith
$C2710_MAIN_1100_0100_00_art,,"So, what was up with that ""lucky food"" fortune? I mean, why mushrooms?"
$C2710_MAIN_1100_0100_00_art,ACTOR,Aerith
$C2710_MAIN_1100_0200_00_cat,,"Well, this reactor's smack-bang in the middle of a place famous for─aye, you guessed it!"
$C2710_MAIN_1100_0200_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1100_0300_00_cat,,The world's favorite fungi!
$C2710_MAIN_1100_0300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1100_0400_00_art,,Ooh!
$C2710_MAIN_1100_0400_00_art,ACTOR,Aerith
$C2710_MAIN_1100_0500_00_blt,,"Mushrooms grown near a reactor?<br>I'll pass, thanks."
$C2710_MAIN_1100_0500_00_blt,ACTOR,Barret
$C2710_MAIN_1200_0100_00_cat,,"Alright, folks! Keep those eyes peeled!"
$C2710_MAIN_1200_0100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1200_0200_00_blt,,Peeled for what?
$C2710_MAIN_1200_0200_00_blt,ACTOR,Barret
$C2710_MAIN_1200_0300_00_cat,,"For a jungle, that's what! The reactor's nestled deep in the heart of one."
$C2710_MAIN_1200_0300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1200_0400_00_red,,"If that's the case, I think we're still a long ways off."
$C2710_MAIN_1200_0400_00_red,ACTOR,Red XIII
$C2710_MAIN_1200_0500_00_art,,Can this handle a jungle?
$C2710_MAIN_1200_0500_00_art,ACTOR,Aerith
$C2710_MAIN_1200_0600_00_cat,,"Well, we'll soon find out, won't we!"
$C2710_MAIN_1200_0600_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1300_0100_00_tif,,"Hey, up ahead. That our jungle?"
$C2710_MAIN_1300_0100_00_tif,ACTOR,Tifa
$C2710_MAIN_1300_0200_00_cat,,"Indeed it is!<br>Hold on, Little Miss Carsick, we're almost there!"
$C2710_MAIN_1300_0200_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1300_0300_00_yfi,,Hurray...
$C2710_MAIN_1300_0300_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1400_0000_05_yfi,,
$C2710_MAIN_1400_0000_05_yfi,ACTOR,
$C2710_MAIN_1400_0100_00_yfi,,Think I'm gonna hurl...
$C2710_MAIN_1400_0100_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1400_0100_05_tif,,
$C2710_MAIN_1400_0100_05_tif,ACTOR,
$C2710_MAIN_1400_0200_00_cat,,Bit overgrown for the poor old buggy.<br>We'll need to carry on on foot.
$C2710_MAIN_1400_0200_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1400_0300_00_cat,,Oh! I meant to say: there's a village up this way.
$C2710_MAIN_1400_0300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1400_0400_00_cat,,"Fancy popping in? The reactor's not goin' anywhere, and I'll bet we could all do with a wee catnap, eh?"
$C2710_MAIN_1400_0400_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1400_0400_05_tif,,
$C2710_MAIN_1400_0400_05_tif,ACTOR,
$C2710_MAIN_1400_0500_00_tif,,Sure. Let's.
$C2710_MAIN_1400_0500_00_tif,ACTOR,Tifa
$C2710_MAIN_1400_0500_02_yfi,,
$C2710_MAIN_1400_0500_02_yfi,ACTOR,
$C2710_MAIN_1400_0500_05_cld,,
$C2710_MAIN_1400_0500_05_cld,ACTOR,
$C2710_MAIN_1400_0600_00_art,,Cloud...? You okay?
$C2710_MAIN_1400_0600_00_art,ACTOR,Aerith
$C2710_MAIN_1400_0700_00_cld,,I just... I feel like I've been here before.
$C2710_MAIN_1400_0700_00_cld,ACTOR,Cloud
$C2710_MAIN_1500_0100_00_blt,,"Hey, Cait."
$C2710_MAIN_1500_0100_00_blt,ACTOR,Barret
$C2710_MAIN_1500_0200_00_cat,,What is it?
$C2710_MAIN_1500_0200_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1500_0300_00_blt,,"If you're serious about wantin' to be our new best friend, how about givin' us some insider info?"
$C2710_MAIN_1500_0300_00_blt,ACTOR,Barret
$C2710_MAIN_1500_0400_00_cat,,"Well, if it's dirty laundry you're after..."
$C2710_MAIN_1500_0400_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1500_0500_00_blt,,Yeah...
$C2710_MAIN_1500_0500_00_blt,ACTOR,Barret
$C2710_MAIN_1500_0600_00_cat,,"I have heard whispers about the new president's ""proclivities."""
$C2710_MAIN_1500_0600_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1500_0610_00_cat,,You wouldn't believe how much he spends on those fancy suits!
$C2710_MAIN_1500_0610_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1500_0700_00_blt,,Ugh! Why did I even ask!?
$C2710_MAIN_1500_0700_00_blt,ACTOR,Barret
$C2710_MAIN_1600_0100_00_yfi,,"So, Cait..."
$C2710_MAIN_1600_0100_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1600_0200_00_yfi,,"I know you've been ratting on us to Shinra, telling 'em where we are, you furry fraud!"
$C2710_MAIN_1600_0200_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1600_0300_00_cat,,Guilty!
$C2710_MAIN_1600_0300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1600_0400_00_yfi,,I <i>knew</i> this cat had two faces!
$C2710_MAIN_1600_0400_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1600_0500_00_cat,,"Ah, come on, now! I'm only pullin' your leg."
$C2710_MAIN_1600_0500_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1600_0600_00_blt,,Who you kidding? You were literally built by the company. Probably stuffed you full of teeny-tiny listening devices.
$C2710_MAIN_1600_0600_00_blt,ACTOR,Barret
$C2710_MAIN_1600_0700_00_cat,,Teeny tiny!?
$C2710_MAIN_1600_0700_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1600_0800_00_cat,,"The late president believed that bigger was always better. ""Small"" went against his philosophy."
$C2710_MAIN_1600_0800_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1600_0900_00_blt,,"Knew him well, huh? Some ""9-to-5 nobody"" you are. Sure your name ain't Stamp?"
$C2710_MAIN_1600_0900_00_blt,ACTOR,Barret
$C2710_MAIN_1600_1000_00_cat,,"Pretty sure, aye..."
$C2710_MAIN_1600_1000_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1600_1100_00_blt,,Might wanna check.
$C2710_MAIN_1600_1100_00_blt,ACTOR,Barret
$C2710_MAIN_1700_0100_00_cat,,Come along! The village of Gongaga awaits!
$C2710_MAIN_1700_0100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1700_0300_00_yfi,,It's about time! I'm freakin' starving.
$C2710_MAIN_1700_0300_00_yfi,ACTOR,Yuffie
$C2710_MAIN_1700_0400_00_tif,,Maybe our lucky food will be on the menu.
$C2710_MAIN_1700_0400_00_tif,ACTOR,Tifa
$C2710_MAIN_1800_0100_00_tif,,
$C2710_MAIN_1800_0100_00_tif,ACTOR,
$C2710_MAIN_1800_0110_00_tif,,Are these...? They are! Gongaga mushrooms!
$C2710_MAIN_1800_0110_00_tif,ACTOR,Tifa
$C2710_MAIN_1800_0200_00_cat,,"They may be hard to come by in Midgar, but here? Here you cannae move for the blasted things!"
$C2710_MAIN_1800_0200_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1800_0300_00_art,,Wow...
$C2710_MAIN_1800_0300_00_art,ACTOR,Aerith
$C2710_MAIN_1800_0300_05_cat,,
$C2710_MAIN_1800_0300_05_cat,ACTOR,
$C2710_MAIN_1800_0300_08_cat,,
$C2710_MAIN_1800_0300_08_cat,ACTOR,
$C2710_MAIN_1800_0300_11_cld,,
$C2710_MAIN_1800_0300_11_cld,ACTOR,
$C2710_MAIN_1800_0390_00_cld,,
$C2710_MAIN_1800_0390_00_cld,ACTOR,
$C2710_MAIN_1800_0400_07_cld,,
$C2710_MAIN_1800_0400_07_cld,ACTOR,
$C2710_MAIN_1800_0500_00_csn,,Passing through?
$C2710_MAIN_1800_0500_00_csn,ACTOR,???
$C2710_MAIN_1800_0500_05_cld,,
$C2710_MAIN_1800_0500_05_cld,ACTOR,
$C2710_MAIN_1800_0600_00_csn,,You...
$C2710_MAIN_1800_0600_00_csn,ACTOR,???
$C2710_MAIN_1800_0700_00_cld,,What?
$C2710_MAIN_1800_0700_00_cld,ACTOR,Cloud
$C2710_MAIN_1800_0700_05_csn,,
$C2710_MAIN_1800_0700_05_csn,ACTOR,
$C2710_MAIN_1800_0800_00_csn,,"Nothing. For a second,<br>I thought you were someone else."
$C2710_MAIN_1800_0800_00_csn,ACTOR,???
$C2710_MAIN_1800_0800_05_csn,,
$C2710_MAIN_1800_0800_05_csn,ACTOR,
$C2710_MAIN_1800_0900_00_csn,,Who <i>are</i> you people?
$C2710_MAIN_1800_0900_00_csn,ACTOR,???
$C2710_MAIN_1800_0900_05_cat,,
$C2710_MAIN_1800_0900_05_cat,ACTOR,
$C2710_MAIN_1800_1000_00_csn,,"More importantly, why're you here?<br>Not to survey the reactor, I presume."
$C2710_MAIN_1800_1000_00_csn,ACTOR,???
$C2710_MAIN_1800_1100_00_cat,,"Och no, just to study it.<br>We're on a wee field trip, you see!"
$C2710_MAIN_1800_1100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1800_1100_05_csn,,
$C2710_MAIN_1800_1100_05_csn,ACTOR,
$C2710_MAIN_1800_1100_08_cat,,
$C2710_MAIN_1800_1100_08_cat,ACTOR,
$C2710_MAIN_1800_1100_09_csn,,
$C2710_MAIN_1800_1100_09_csn,ACTOR,
$C2710_MAIN_1800_1200_00_csn,,Well then...
$C2710_MAIN_1800_1200_00_csn,ACTOR,???
$C2710_MAIN_1800_1200_05_cat,,
$C2710_MAIN_1800_1200_05_cat,ACTOR,
$C2710_MAIN_1800_1300_00_csn,,Welcome to Gongaga.
$C2710_MAIN_1800_1300_00_csn,ACTOR,???
$C2710_MAIN_1800_1310_00_csn,,"I'm Cissnei, coalition captain."
$C2710_MAIN_1800_1310_00_csn,ACTOR,Cissnei
$C2710_MAIN_1800_1400_00_csn,,And sorry─didn't mean to startle you before.<br>Just doing our jobs.
$C2710_MAIN_1800_1400_00_csn,ACTOR,Cissnei
$C2710_MAIN_1800_1500_00_csn,,Back to your posts.
$C2710_MAIN_1800_1500_00_csn,ACTOR,Cissnei
$C2710_MAIN_1800_1600_00_mma,,Ma'am.
$C2710_MAIN_1800_1600_00_mma,ACTOR,Youth Coalition Members
$C2710_MAIN_1800_1700_00_csn,,You'll get a clear view of the reactor from that hill.
$C2710_MAIN_1800_1700_00_csn,ACTOR,Cissnei
$C2710_MAIN_1800_1800_00_csn,,Make sure to pay your respects though.
$C2710_MAIN_1800_1800_00_csn,ACTOR,Cissnei
$C2710_MAIN_1800_1900_00_cat,,Of course.
$C2710_MAIN_1800_1900_00_cat,ACTOR,Cait Sith
$C2710_MAIN_1800_1900_05_cat,,
$C2710_MAIN_1800_1900_05_cat,ACTOR,
$C2710_MAIN_1800_2000_00_csn,,C'mon.
$C2710_MAIN_1800_2000_00_csn,ACTOR,Cissnei
$C2710_MAIN_1900_0100_00_csn,,"Our village is a quiet one, as you can tell.<br>Let's keep it that way."
$C2710_MAIN_1900_0100_00_csn,ACTOR,Cissnei
$C2710_MAIN_1900_0200_00_csn,,"Don't get a lotta visitors, what with the jungle.<br>Can't even remember the last time."
$C2710_MAIN_1900_0200_00_csn,ACTOR,Cissnei
$C2710_MAIN_1900_0300_00_csn,,"But that's part of this place's charm, I s'pose."
$C2710_MAIN_1900_0300_00_csn,ACTOR,Cissnei
$C2710_MAIN_2000_0100_00_csn,,The hill's this way.
$C2710_MAIN_2000_0100_00_csn,ACTOR,Cissnei
$C2710_MAIN_2000_0200_00_csn,,You coming?
$C2710_MAIN_2000_0200_00_csn,ACTOR,Cissnei
$C2710_MAIN_2100_0000_05_yfi,,
$C2710_MAIN_2100_0000_05_yfi,ACTOR,
$C2710_MAIN_2100_0000_07_yfi,,
$C2710_MAIN_2100_0000_07_yfi,ACTOR,
$C2710_MAIN_2100_0000_09_yfi,,
$C2710_MAIN_2100_0000_09_yfi,ACTOR,
$C2710_MAIN_2100_0100_00_csn,,Thank you.
$C2710_MAIN_2100_0100_00_csn,ACTOR,Cissnei
$C2710_MAIN_2100_0100_05_yfi,,
$C2710_MAIN_2100_0100_05_yfi,ACTOR,
$C2710_MAIN_2100_0200_00_yfi,,"So, what is this?"
$C2710_MAIN_2100_0200_00_yfi,ACTOR,Yuffie
$C2710_MAIN_2100_0300_00_cat,,"Three years ago, the reactor here<br>suffered a catastrophic failure."
$C2710_MAIN_2100_0300_00_cat,ACTOR,Cait Sith
$C2710_MAIN_2100_0310_00_cat,,It was old and couldnae handle the stress.
$C2710_MAIN_2100_0310_00_cat,ACTOR,Cait Sith
$C2710_MAIN_2100_0400_00_csn,,"It needed maintenance, which Shinra never provided. And then one day..."
$C2710_MAIN_2100_0400_00_csn,ACTOR,Cissnei
$C2710_MAIN_2100_0500_00_yfi,,So they're cheap as well.
$C2710_MAIN_2100_0500_00_yfi,ACTOR,Yuffie
$C2710_MAIN_2100_0600_00_csn,,This was the company's way of<br>trying to make amends.
$C2710_MAIN_2100_0600_00_csn,ACTOR,Cissnei
$C2710_MAIN_2100_0700_00_blt,,I'm surprised they even made the effort.
$C2710_MAIN_2100_0700_00_blt,ACTOR,Barret
$C2710_MAIN_2100_0800_00_cat,,"And thanks to the hard work of her people,<br>Gongaga rose from the ashes! Right?"
$C2710_MAIN_2100_0800_00_cat,ACTOR,Cait Sith
$C2710_MAIN_2100_0800_05_csn,,
$C2710_MAIN_2100_0800_05_csn,ACTOR,
$C2710_MAIN_2100_0900_00_blt,,That's nice and all...<br>but one memorial doesn't buy absolution.
$C2710_MAIN_2100_0900_00_blt,ACTOR,Barret
$C2710_MAIN_2100_1000_00_csn,,"You guys must be tired. I know you've got things to do, but if you wanted to rest up..."
$C2710_MAIN_2100_1000_00_csn,ACTOR,Cissnei
$C2710_MAIN_2100_1100_00_cat,,Wouldnae say no!
$C2710_MAIN_2100_1100_00_cat,ACTOR,Cait Sith
$C2710_MAIN_2100_1200_00_csn,,My house is just down there.
